taluk,district,latitude,longitude,year,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,scene_count,platform,data_source
Challakere,Chitradurga,14.361869,76.72186,2022,0.3744,0.0682,0.3744,0.3744,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Challakere,Chitradurga,14.361869,76.72186,2023,0.3365,0.0688,0.3365,0.3365,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chitradurga,Chitradurga,14.275551,76.351076,2019,0.4447,0.1015,0.4447,0.4447,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chitradurga,Chitradurga,14.275551,76.351076,2020,0.3279,0.0436,0.3279,0.3279,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Chitradurga,Chitradurga,14.275551,76.351076,2021,0.4696,0.0628,0.4696,0.4696,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chitradurga,Chitradurga,14.275551,76.351076,2022,0.4333,0.0919,0.4333,0.4333,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chitradurga,Chitradurga,14.275551,76.351076,2023,0.4404,0.1109,0.4404,0.4404,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Holalkere,Chitradurga,14.051637,76.194663,2019,0.5453,0.2104,0.5453,0.5453,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Holalkere,Chitradurga,14.051637,76.194663,2020,0.4265,0.1193,0.4265,0.4265,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Holalkere,Chitradurga,14.051637,76.194663,2021,0.5058,0.2112,0.5058,0.5058,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Holalkere,Chitradurga,14.051637,76.194663,2022,0.409,0.3693,0.409,0.409,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Holalkere,Chitradurga,14.051637,76.194663,2023,0.559,0.121,0.559,0.559,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hosadurga,Chitradurga,13.786696,76.345272,2019,0.0402,0.0308,0.0402,0.0402,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hosadurga,Chitradurga,13.786696,76.345272,2020,0.385,0.0807,0.385,0.385,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hosadurga,Chitradurga,13.786696,76.345272,2021,0.4337,0.0701,0.4337,0.4337,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hosadurga,Chitradurga,13.786696,76.345272,2022,0.4893,0.0965,0.4893,0.4893,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hosadurga,Chitradurga,13.786696,76.345272,2023,0.4284,0.1226,0.4284,0.4284,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hiriyur,Chitradurga,13.97257,76.650381,2019,0.6131,0.137,0.6131,0.6131,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hiriyur,Chitradurga,13.97257,76.650381,2020,0.5939,0.1952,0.5939,0.5939,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hiriyur,Chitradurga,13.97257,76.650381,2021,0.6416,0.0966,0.6416,0.6416,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hiriyur,Chitradurga,13.97257,76.650381,2022,0.5594,0.1695,0.5594,0.5594,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hiriyur,Chitradurga,13.97257,76.650381,2023,0.613,0.1448,0.613,0.613,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Harihar,Davanagere,14.440789,75.765564,2019,0.5423,0.1267,0.5423,0.5423,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Harihar,Davanagere,14.440789,75.765564,2020,0.3651,0.0802,0.3651,0.3651,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Harihar,Davanagere,14.440789,75.765564,2021,0.4637,0.1389,0.4637,0.4637,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Harihar,Davanagere,14.440789,75.765564,2022,0.5507,0.1029,0.5507,0.5507,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Harihar,Davanagere,14.440789,75.765564,2023,0.4867,0.1317,0.4867,0.4867,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Jagaluru,Davanagere,14.552698,76.291808,2019,0.5078,0.1005,0.5078,0.5078,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Jagaluru,Davanagere,14.552698,76.291808,2020,0.3636,0.0597,0.3636,0.3636,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Jagaluru,Davanagere,14.552698,76.291808,2021,0.5312,0.1286,0.5312,0.5312,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Jagaluru,Davanagere,14.552698,76.291808,2022,0.5469,0.1127,0.5469,0.5469,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Jagaluru,Davanagere,14.552698,76.291808,2023,0.4558,0.0923,0.4558,0.4558,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Davanagere,Davanagere,14.393456,75.990788,2019,0.4752,0.0603,0.4752,0.4752,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Davanagere,Davanagere,14.393456,75.990788,2020,0.3645,0.0768,0.3645,0.3645,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Davanagere,Davanagere,14.393456,75.990788,2021,0.4357,0.096,0.4357,0.4357,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Davanagere,Davanagere,14.393456,75.990788,2022,0.444,0.0916,0.444,0.444,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Davanagere,Davanagere,14.393456,75.990788,2023,0.3968,0.1117,0.3968,0.3968,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Honnali,Davanagere,14.238696,75.691544,2019,0.4852,0.1442,0.4852,0.4852,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Honnali,Davanagere,14.238696,75.691544,2020,0.4169,0.129,0.4169,0.4169,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Honnali,Davanagere,14.238696,75.691544,2021,0.4991,0.138,0.4991,0.4991,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Honnali,Davanagere,14.238696,75.691544,2022,0.5225,0.1636,0.5225,0.5225,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Honnali,Davanagere,14.238696,75.691544,2023,0.552,0.1413,0.552,0.552,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Channagiri,Davanagere,14.073522,75.922647,2019,0.7283,0.1062,0.7283,0.7283,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Channagiri,Davanagere,14.073522,75.922647,2020,0.7111,0.0687,0.7111,0.7111,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Channagiri,Davanagere,14.073522,75.922647,2021,0.7435,0.0832,0.7435,0.7435,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Channagiri,Davanagere,14.073522,75.922647,2022,0.7518,0.082,0.7518,0.7518,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Channagiri,Davanagere,14.073522,75.922647,2023,0.7459,0.0905,0.7459,0.7459,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Nyamati,Davanagere,14.137409,75.5672,2019,0.3793,0.0915,0.3793,0.3793,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Nyamati,Davanagere,14.137409,75.5672,2020,0.3991,0.0807,0.3991,0.3991,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Nyamati,Davanagere,14.137409,75.5672,2021,0.4703,0.0674,0.4703,0.4703,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Nyamati,Davanagere,14.137409,75.5672,2022,0.4205,0.1006,0.4205,0.4205,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Nyamati,Davanagere,14.137409,75.5672,2023,0.3888,0.0903,0.3888,0.3888,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sagara,Shivamogga,14.11453,74.943564,2019,-0.1322,0.0813,-0.1322,-0.1322,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sagara,Shivamogga,14.11453,74.943564,2020,0.021,0.0836,0.021,0.021,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sagara,Shivamogga,14.11453,74.943564,2021,-0.0101,0.0541,-0.0101,-0.0101,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sagara,Shivamogga,14.11453,74.943564,2022,-0.3274,0.1116,-0.3274,-0.3274,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sagara,Shivamogga,14.11453,74.943564,2023,-0.2043,0.1629,-0.2043,-0.2043,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Soraba,Shivamogga,14.44187,75.09483,2019,0.661,0.1253,0.661,0.661,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Soraba,Shivamogga,14.44187,75.09483,2020,0.6783,0.0726,0.6783,0.6783,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Soraba,Shivamogga,14.44187,75.09483,2021,0.762,0.0628,0.762,0.762,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Soraba,Shivamogga,14.44187,75.09483,2022,0.7657,0.0807,0.7657,0.7657,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Soraba,Shivamogga,14.44187,75.09483,2023,0.7566,0.0891,0.7566,0.7566,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shikaripura,Shivamogga,14.302933,75.344792,2019,0.6358,0.1156,0.6358,0.6358,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shikaripura,Shivamogga,14.302933,75.344792,2020,0.4014,0.13,0.4014,0.4014,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Shikaripura,Shivamogga,14.302933,75.344792,2021,0.5926,0.1313,0.5926,0.5926,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shikaripura,Shivamogga,14.302933,75.344792,2022,0.6219,0.1167,0.6219,0.6219,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shikaripura,Shivamogga,14.302933,75.344792,2023,0.5722,0.1818,0.5722,0.5722,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shivamogga,Shivamogga,13.960193,75.51082,2019,0.4695,0.1316,0.4695,0.4695,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shivamogga,Shivamogga,13.960193,75.51082,2020,0.3793,0.0992,0.3793,0.3793,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Shivamogga,Shivamogga,13.960193,75.51082,2021,0.4664,0.1201,0.4664,0.4664,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shivamogga,Shivamogga,13.960193,75.51082,2022,0.4815,0.1388,0.4815,0.4815,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shivamogga,Shivamogga,13.960193,75.51082,2023,0.4389,0.118,0.4389,0.4389,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bhadravathi,Shivamogga,13.901317,75.742471,2019,0.5296,0.2022,0.5296,0.5296,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bhadravathi,Shivamogga,13.901317,75.742471,2020,0.7304,0.0821,0.7304,0.7304,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Bhadravathi,Shivamogga,13.901317,75.742471,2021,0.7301,0.0695,0.7301,0.7301,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Bhadravathi,Shivamogga,13.901317,75.742471,2022,0.7661,0.0752,0.7661,0.7661,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Bhadravathi,Shivamogga,13.901317,75.742471,2023,0.7571,0.0765,0.7571,0.7571,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kundapura,Udupi,13.65415,74.836019,2019,0.7232,0.1044,0.7232,0.7232,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kundapura,Udupi,13.65415,74.836019,2020,0.706,0.1094,0.706,0.706,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kundapura,Udupi,13.65415,74.836019,2021,0.713,0.1101,0.713,0.713,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kundapura,Udupi,13.65415,74.836019,2022,0.7167,0.1331,0.7167,0.7167,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kundapura,Udupi,13.65415,74.836019,2023,0.7181,0.14,0.7181,0.7181,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Udupi,Udupi,13.352529,74.824679,2019,0.6847,0.1445,0.6847,0.6847,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Udupi,Udupi,13.352529,74.824679,2020,0.6736,0.1422,0.6736,0.6736,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Udupi,Udupi,13.352529,74.824679,2021,0.6901,0.1344,0.6901,0.6901,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Udupi,Udupi,13.352529,74.824679,2022,0.6254,0.1831,0.6254,0.6254,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Udupi,Udupi,13.352529,74.824679,2023,0.6215,0.2269,0.6215,0.6215,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Karkala,Udupi,13.227732,75.000832,2019,0.6574,0.1201,0.6574,0.6574,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Karkala,Udupi,13.227732,75.000832,2020,0.673,0.122,0.673,0.673,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Karkala,Udupi,13.227732,75.000832,2021,0.6766,0.1248,0.6766,0.6766,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Karkala,Udupi,13.227732,75.000832,2022,0.6768,0.1318,0.6768,0.6768,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Karkala,Udupi,13.227732,75.000832,2023,0.6928,0.1355,0.6928,0.6928,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bainduru,Udupi,13.836938,74.746367,2019,0.611,0.1297,0.611,0.611,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bainduru,Udupi,13.836938,74.746367,2020,0.605,0.1089,0.605,0.605,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bainduru,Udupi,13.836938,74.746367,2021,0.6441,0.1012,0.6441,0.6441,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bainduru,Udupi,13.836938,74.746367,2022,0.6589,0.1223,0.6589,0.6589,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Bainduru,Udupi,13.836938,74.746367,2023,0.6386,0.1241,0.6386,0.6386,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Brahmavara,Udupi,13.472652,74.80825,2019,0.827,0.0571,0.827,0.827,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Brahmavara,Udupi,13.472652,74.80825,2020,0.803,0.0497,0.803,0.803,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Brahmavara,Udupi,13.472652,74.80825,2021,0.808,0.0536,0.808,0.808,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Brahmavara,Udupi,13.472652,74.80825,2022,0.844,0.0478,0.844,0.844,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Brahmavara,Udupi,13.472652,74.80825,2023,0.817,0.0772,0.817,0.817,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kapu,Udupi,13.209371,74.794426,2019,0.7105,0.1571,0.7105,0.7105,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kapu,Udupi,13.209371,74.794426,2020,0.7208,0.1039,0.7208,0.7208,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kapu,Udupi,13.209371,74.794426,2021,0.723,0.1216,0.723,0.723,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kapu,Udupi,13.209371,74.794426,2022,0.731,0.0943,0.731,0.731,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kapu,Udupi,13.209371,74.794426,2023,0.7231,0.1416,0.7231,0.7231,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hebri,Udupi,13.451685,75.027872,2019,0.8575,0.0374,0.8575,0.8575,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hebri,Udupi,13.451685,75.027872,2020,0.8229,0.0489,0.8229,0.8229,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hebri,Udupi,13.451685,75.027872,2021,0.7901,0.0647,0.7901,0.7901,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hebri,Udupi,13.451685,75.027872,2022,0.7943,0.064,0.7943,0.7943,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hebri,Udupi,13.451685,75.027872,2023,0.8214,0.0609,0.8214,0.8214,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sringeri,Chikkamagaluru,13.379201,75.205046,2019,0.8533,0.0219,0.8533,0.8533,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Sringeri,Chikkamagaluru,13.379201,75.205046,2020,0.8554,0.0208,0.8554,0.8554,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Sringeri,Chikkamagaluru,13.379201,75.205046,2021,0.8139,0.0152,0.8139,0.8139,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sringeri,Chikkamagaluru,13.379201,75.205046,2022,0.8296,0.0154,0.8296,0.8296,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sringeri,Chikkamagaluru,13.379201,75.205046,2023,0.8236,0.0143,0.8236,0.8236,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Koppa,Chikkamagaluru,13.454986,75.340469,2019,0.7439,0.1653,0.7439,0.7439,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Koppa,Chikkamagaluru,13.454986,75.340469,2020,0.7483,0.151,0.7483,0.7483,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Koppa,Chikkamagaluru,13.454986,75.340469,2021,0.7481,0.1481,0.7481,0.7481,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Koppa,Chikkamagaluru,13.454986,75.340469,2022,0.7603,0.171,0.7603,0.7603,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Koppa,Chikkamagaluru,13.454986,75.340469,2023,0.7482,0.1514,0.7482,0.7482,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Narasimharajapura,Chikkamagaluru,13.567843,75.506408,2019,0.7676,0.0813,0.7676,0.7676,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Narasimharajapura,Chikkamagaluru,13.567843,75.506408,2020,0.7561,0.0875,0.7561,0.7561,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Narasimharajapura,Chikkamagaluru,13.567843,75.506408,2021,0.7611,0.091,0.7611,0.7611,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Narasimharajapura,Chikkamagaluru,13.567843,75.506408,2022,0.7758,0.0892,0.7758,0.7758,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Narasimharajapura,Chikkamagaluru,13.567843,75.506408,2023,0.7702,0.0988,0.7702,0.7702,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Tarikere,Chikkamagaluru,13.670173,75.783561,2019,0.1931,0.1999,0.1931,0.1931,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Tarikere,Chikkamagaluru,13.670173,75.783561,2020,0.6782,0.0369,0.6782,0.6782,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Tarikere,Chikkamagaluru,13.670173,75.783561,2021,0.7702,0.0349,0.7702,0.7702,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Tarikere,Chikkamagaluru,13.670173,75.783561,2022,0.7718,0.0348,0.7718,0.7718,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Tarikere,Chikkamagaluru,13.670173,75.783561,2023,0.7014,0.0461,0.7014,0.7014,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kadur,Chikkamagaluru,13.54549,76.076517,2019,0.0609,0.0222,0.0609,0.0609,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kadur,Chikkamagaluru,13.54549,76.076517,2020,0.555,0.1015,0.555,0.555,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kadur,Chikkamagaluru,13.54549,76.076517,2021,0.5979,0.0996,0.5979,0.5979,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kadur,Chikkamagaluru,13.54549,76.076517,2022,0.5701,0.1088,0.5701,0.5701,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kadur,Chikkamagaluru,13.54549,76.076517,2023,0.5119,0.0965,0.5119,0.5119,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chikkamagaluru,Chikkamagaluru,13.3635,75.720578,2019,0.7762,0.1492,0.7762,0.7762,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Chikkamagaluru,Chikkamagaluru,13.3635,75.720578,2020,0.887,0.0177,0.887,0.887,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Chikkamagaluru,Chikkamagaluru,13.3635,75.720578,2021,0.8529,0.0132,0.8529,0.8529,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chikkamagaluru,Chikkamagaluru,13.3635,75.720578,2022,0.8626,0.0113,0.8626,0.8626,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chikkamagaluru,Chikkamagaluru,13.3635,75.720578,2023,0.0907,0.0698,0.0907,0.0907,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Mudigere,Chikkamagaluru,13.11343,75.577706,2019,0.8513,0.0818,0.8513,0.8513,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Mudigere,Chikkamagaluru,13.11343,75.577706,2020,0.8553,0.091,0.8553,0.8553,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Mudigere,Chikkamagaluru,13.11343,75.577706,2021,0.8322,0.0843,0.8322,0.8322,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Mudigere,Chikkamagaluru,13.11343,75.577706,2022,0.8354,0.0945,0.8354,0.8354,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Mudigere,Chikkamagaluru,13.11343,75.577706,2023,0.0634,0.0381,0.0634,0.0634,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ajjampura,Chikkamagaluru,13.772439,76.020654,2019,0.592,0.0734,0.592,0.592,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ajjampura,Chikkamagaluru,13.772439,76.020654,2020,0.8149,0.0323,0.8149,0.8149,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Ajjampura,Chikkamagaluru,13.772439,76.020654,2021,0.5545,0.081,0.5545,0.5545,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Ajjampura,Chikkamagaluru,13.772439,76.020654,2022,0.6689,0.1077,0.6689,0.6689,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Ajjampura,Chikkamagaluru,13.772439,76.020654,2023,0.7907,0.0432,0.7907,0.7907,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chiknayakanahalli,Tumakuru,13.514168,76.579077,2019,0.412,0.1732,0.412,0.412,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chiknayakanahalli,Tumakuru,13.514168,76.579077,2020,0.3795,0.0822,0.3795,0.3795,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Chiknayakanahalli,Tumakuru,13.514168,76.579077,2021,0.4977,0.0994,0.4977,0.4977,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chiknayakanahalli,Tumakuru,13.514168,76.579077,2022,0.509,0.0938,0.509,0.509,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chiknayakanahalli,Tumakuru,13.514168,76.579077,2023,0.3869,0.0794,0.3869,0.3869,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sira,Tumakuru,13.765631,76.879091,2019,0.3495,0.0447,0.3495,0.3495,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sira,Tumakuru,13.765631,76.879091,2020,0.3568,0.0496,0.3568,0.3568,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sira,Tumakuru,13.765631,76.879091,2021,0.4332,0.0642,0.4332,0.4332,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sira,Tumakuru,13.765631,76.879091,2022,0.4827,0.1005,0.4827,0.4827,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sira,Tumakuru,13.765631,76.879091,2023,0.3019,0.0987,0.3019,0.3019,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Pavagada,Tumakuru,14.159459,77.248682,2019,0.3292,0.0445,0.3292,0.3292,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Pavagada,Tumakuru,14.159459,77.248682,2020,0.3376,0.0606,0.3376,0.3376,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Pavagada,Tumakuru,14.159459,77.248682,2021,0.395,0.0476,0.395,0.395,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Pavagada,Tumakuru,14.159459,77.248682,2022,0.4105,0.0699,0.4105,0.4105,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Pavagada,Tumakuru,14.159459,77.248682,2023,0.2579,0.0492,0.2579,0.2579,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Madhugiri,Tumakuru,13.724224,77.238901,2019,0.4339,0.0949,0.4339,0.4339,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Madhugiri,Tumakuru,13.724224,77.238901,2020,0.4207,0.1052,0.4207,0.4207,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Madhugiri,Tumakuru,13.724224,77.238901,2021,0.4841,0.0962,0.4841,0.4841,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Madhugiri,Tumakuru,13.724224,77.238901,2022,0.5066,0.1136,0.5066,0.5066,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Madhugiri,Tumakuru,13.724224,77.238901,2023,0.4555,0.1276,0.4555,0.4555,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Koratagere,Tumakuru,13.502646,77.250683,2019,0.4041,0.1996,0.4041,0.4041,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Koratagere,Tumakuru,13.502646,77.250683,2020,0.6079,0.1044,0.6079,0.6079,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Koratagere,Tumakuru,13.502646,77.250683,2021,0.5866,0.0725,0.5866,0.5866,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Koratagere,Tumakuru,13.502646,77.250683,2022,0.6291,0.0808,0.6291,0.6291,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Koratagere,Tumakuru,13.502646,77.250683,2023,0.5108,0.1053,0.5108,0.5108,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Tumakuru,Tumakuru,13.33219,77.099264,2019,0.3388,0.1584,0.3388,0.3388,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Tumakuru,Tumakuru,13.33219,77.099264,2020,0.3617,0.1629,0.3617,0.3617,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Tumakuru,Tumakuru,13.33219,77.099264,2021,0.385,0.1218,0.385,0.385,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Tumakuru,Tumakuru,13.33219,77.099264,2022,0.4004,0.1459,0.4004,0.4004,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Tumakuru,Tumakuru,13.33219,77.099264,2023,0.3795,0.1397,0.3795,0.3795,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gubbi,Tumakuru,13.358622,76.862184,2019,0.5305,0.4229,0.5305,0.5305,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gubbi,Tumakuru,13.358622,76.862184,2020,0.5787,0.2684,0.5787,0.5787,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gubbi,Tumakuru,13.358622,76.862184,2021,0.6169,0.2317,0.6169,0.6169,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Gubbi,Tumakuru,13.358622,76.862184,2022,0.5638,0.3247,0.5638,0.5638,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gubbi,Tumakuru,13.358622,76.862184,2023,0.5316,0.3295,0.5316,0.5316,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Tiptur,Tumakuru,13.266265,76.498691,2019,0.5998,0.1289,0.5998,0.5998,1,landsat-8,Landsat C2 L2 (Planetary Computer)
