point_id_yr,year,avg_monthly_rainfall_mm,max_temp_c,min_temp_c,avg_humidity_pct,avg_root_zone_wetness,api_source
BEL_003_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_003_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_004_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_004_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_004_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_004_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_004_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_005_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_005_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_005_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_005_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_005_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_006_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_006_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_006_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_006_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_006_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_007_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_007_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_007_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_007_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_007_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_008_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_008_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_008_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_008_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_008_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_009_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_009_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_009_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_009_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_009_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
KHA_000_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_000_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_000_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_000_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_000_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_001_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_001_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_001_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_001_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_001_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_002_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_002_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_002_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_002_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_002_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_003_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_003_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_003_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_003_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_003_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_004_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_004_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_004_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_004_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_004_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_005_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_005_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_005_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_005_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_005_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_006_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_006_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_006_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_006_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_006_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_007_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_007_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_007_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_007_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_007_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_008_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_008_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_008_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_008_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_008_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KHA_009_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KHA_009_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KHA_009_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KHA_009_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KHA_009_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
SAV_000_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
SAV_000_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
SAV_000_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
SAV_000_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
SAV_000_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
SAV_001_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
SAV_001_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
SAV_001_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
SAV_001_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
SAV_001_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
SAV_002_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
SAV_002_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
SAV_002_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
SAV_002_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
SAV_002_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
SAV_003_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
SAV_003_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
SAV_003_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
SAV_003_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
SAV_003_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
SAV_004_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
SAV_004_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
SAV_004_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
SAV_004_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
SAV_004_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
SAV_005_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
SAV_005_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
SAV_005_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
SAV_005_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
SAV_005_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
SAV_006_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
SAV_006_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
SAV_006_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
SAV_006_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
SAV_006_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
SAV_007_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
SAV_007_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
SAV_007_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
SAV_007_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
SAV_007_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
SAV_008_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
SAV_008_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
SAV_008_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
SAV_008_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
SAV_008_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
SAV_009_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
SAV_009_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
SAV_009_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
SAV_009_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
SAV_009_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
BAI_000_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
BAI_000_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
BAI_000_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
BAI_000_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
BAI_000_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
BAI_001_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
BAI_001_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
BAI_001_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
BAI_001_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
BAI_001_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
BAI_002_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BAI_002_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BAI_002_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BAI_002_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BAI_002_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BAI_003_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
BAI_003_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
BAI_003_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
BAI_003_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
BAI_003_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
BAI_004_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
BAI_004_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
BAI_004_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
BAI_004_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
BAI_004_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
BAI_005_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
BAI_005_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
BAI_005_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
BAI_005_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
BAI_005_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
BAI_006_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
BAI_006_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
BAI_006_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
BAI_006_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
BAI_006_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
BAI_007_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
BAI_007_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
BAI_007_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
BAI_007_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
BAI_007_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
BAI_008_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BAI_008_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BAI_008_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BAI_008_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BAI_008_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BAI_009_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
BAI_009_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
BAI_009_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
BAI_009_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
BAI_009_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
RAM_000_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
RAM_000_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
RAM_000_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
RAM_000_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
RAM_000_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
RAM_001_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
RAM_001_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
RAM_001_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
RAM_001_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
RAM_001_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
RAM_002_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
RAM_002_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
RAM_002_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
RAM_002_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
RAM_002_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
RAM_003_2019,2019,2.06,35.68,17.89,59.7,0.66,NASA POWER (Regional 0.5° Grid)
RAM_003_2020,2020,2.59,34.56,17.61,65.32,0.69,NASA POWER (Regional 0.5° Grid)
RAM_003_2021,2021,2.16,34.61,17.39,64.82,0.66,NASA POWER (Regional 0.5° Grid)
RAM_003_2022,2022,2.23,34.91,17.02,63.98,0.67,NASA POWER (Regional 0.5° Grid)
RAM_003_2023,2023,1.25,36.4,17.97,54.8,0.62,NASA POWER (Regional 0.5° Grid)
RAM_004_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
RAM_004_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
RAM_004_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
RAM_004_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
RAM_004_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
RAM_005_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
RAM_005_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
RAM_005_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
RAM_005_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
RAM_005_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
RAM_006_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
RAM_006_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
RAM_006_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
RAM_006_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
RAM_006_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
RAM_007_2019,2019,2.06,35.68,17.89,59.7,0.66,NASA POWER (Regional 0.5° Grid)
RAM_007_2020,2020,2.59,34.56,17.61,65.32,0.69,NASA POWER (Regional 0.5° Grid)
RAM_007_2021,2021,2.16,34.61,17.39,64.82,0.66,NASA POWER (Regional 0.5° Grid)
RAM_007_2022,2022,2.23,34.91,17.02,63.98,0.67,NASA POWER (Regional 0.5° Grid)
RAM_007_2023,2023,1.25,36.4,17.97,54.8,0.62,NASA POWER (Regional 0.5° Grid)
RAM_008_2019,2019,2.06,35.68,17.89,59.7,0.66,NASA POWER (Regional 0.5° Grid)
RAM_008_2020,2020,2.59,34.56,17.61,65.32,0.69,NASA POWER (Regional 0.5° Grid)
RAM_008_2021,2021,2.16,34.61,17.39,64.82,0.66,NASA POWER (Regional 0.5° Grid)
RAM_008_2022,2022,2.23,34.91,17.02,63.98,0.67,NASA POWER (Regional 0.5° Grid)
RAM_008_2023,2023,1.25,36.4,17.97,54.8,0.62,NASA POWER (Regional 0.5° Grid)
RAM_009_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
RAM_009_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
RAM_009_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
RAM_009_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
RAM_009_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
KIT_000_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KIT_000_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KIT_000_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KIT_000_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KIT_000_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KIT_001_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KIT_001_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KIT_001_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KIT_001_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KIT_001_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KIT_002_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KIT_002_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KIT_002_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KIT_002_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KIT_002_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KIT_003_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KIT_003_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KIT_003_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KIT_003_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KIT_003_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KIT_004_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KIT_004_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KIT_004_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KIT_004_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KIT_004_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KIT_005_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
KIT_005_2020,2020,7.48,33.64,18.08,75.28,0.7,NASA POWER (Regional 0.5° Grid)
KIT_005_2021,2021,6.74,33.01,18.16,76.95,0.71,NASA POWER (Regional 0.5° Grid)
KIT_005_2022,2022,5.29,34.21,17.51,75.4,0.68,NASA POWER (Regional 0.5° Grid)
KIT_005_2023,2023,4.83,34.54,18.25,67.74,0.63,NASA POWER (Regional 0.5° Grid)
KIT_006_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KIT_006_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KIT_006_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KIT_006_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KIT_006_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KIT_007_2019,2019,7.89,34.28,18.57,71.04,0.68,NASA POWER (Regional 0.5° Grid)
