point_id_yr,year,avg_monthly_rainfall_mm,max_temp_c,min_temp_c,avg_humidity_pct,avg_root_zone_wetness,api_source
DHA_008_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
DHA_008_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
DHA_008_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
DHA_008_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
DHA_008_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
DHA_009_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
DHA_009_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
DHA_009_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
DHA_009_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
DHA_009_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
NAV_000_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
NAV_000_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
NAV_000_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
NAV_000_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
NAV_000_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
NAV_001_2019,2019,2.45,34.94,17.82,62.52,0.68,NASA POWER (Regional 0.5° Grid)
NAV_001_2020,2020,3.01,33.88,17.53,68.48,0.71,NASA POWER (Regional 0.5° Grid)
NAV_001_2021,2021,2.58,33.8,16.97,68.32,0.68,NASA POWER (Regional 0.5° Grid)
NAV_001_2022,2022,2.64,34.22,16.85,67.41,0.69,NASA POWER (Regional 0.5° Grid)
NAV_001_2023,2023,1.48,35.65,17.76,57.92,0.63,NASA POWER (Regional 0.5° Grid)
NAV_002_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
NAV_002_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
NAV_002_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
NAV_002_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
NAV_002_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
NAV_003_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
NAV_003_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
NAV_003_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
NAV_003_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
NAV_003_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
NAV_004_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
NAV_004_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
NAV_004_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
NAV_004_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
NAV_004_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
NAV_005_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
NAV_005_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
NAV_005_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
NAV_005_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
NAV_005_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
NAV_006_2019,2019,2.45,34.94,17.82,62.52,0.68,NASA POWER (Regional 0.5° Grid)
NAV_006_2020,2020,3.01,33.88,17.53,68.48,0.71,NASA POWER (Regional 0.5° Grid)
NAV_006_2021,2021,2.58,33.8,16.97,68.32,0.68,NASA POWER (Regional 0.5° Grid)
NAV_006_2022,2022,2.64,34.22,16.85,67.41,0.69,NASA POWER (Regional 0.5° Grid)
NAV_006_2023,2023,1.48,35.65,17.76,57.92,0.63,NASA POWER (Regional 0.5° Grid)
NAV_007_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
NAV_007_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
NAV_007_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
NAV_007_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
NAV_007_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
NAV_008_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
NAV_008_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
NAV_008_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
NAV_008_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
NAV_008_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
NAV_009_2019,2019,2.45,34.94,17.82,62.52,0.68,NASA POWER (Regional 0.5° Grid)
NAV_009_2020,2020,3.01,33.88,17.53,68.48,0.71,NASA POWER (Regional 0.5° Grid)
NAV_009_2021,2021,2.58,33.8,16.97,68.32,0.68,NASA POWER (Regional 0.5° Grid)
NAV_009_2022,2022,2.64,34.22,16.85,67.41,0.69,NASA POWER (Regional 0.5° Grid)
NAV_009_2023,2023,1.48,35.65,17.76,57.92,0.63,NASA POWER (Regional 0.5° Grid)
HUB_000_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_000_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_000_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_000_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_000_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_001_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_001_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_001_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_001_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_001_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_002_2019,2019,2.45,34.94,17.82,62.52,0.68,NASA POWER (Regional 0.5° Grid)
HUB_002_2020,2020,3.01,33.88,17.53,68.48,0.71,NASA POWER (Regional 0.5° Grid)
HUB_002_2021,2021,2.58,33.8,16.97,68.32,0.68,NASA POWER (Regional 0.5° Grid)
HUB_002_2022,2022,2.64,34.22,16.85,67.41,0.69,NASA POWER (Regional 0.5° Grid)
HUB_002_2023,2023,1.48,35.65,17.76,57.92,0.63,NASA POWER (Regional 0.5° Grid)
HUB_003_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_003_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_003_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_003_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_003_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_004_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_004_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_004_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_004_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_004_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_005_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_005_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_005_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_005_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_005_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_006_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_006_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_006_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_006_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_006_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_007_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
HUB_007_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
HUB_007_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
HUB_007_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
HUB_007_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
HUB_008_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_008_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_008_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_008_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_008_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_009_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
HUB_009_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
HUB_009_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
HUB_009_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
HUB_009_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KAL_000_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KAL_000_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KAL_000_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KAL_000_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KAL_000_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KAL_001_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KAL_001_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KAL_001_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KAL_001_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KAL_001_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KAL_002_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KAL_002_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KAL_002_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KAL_002_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KAL_002_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KAL_003_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KAL_003_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KAL_003_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KAL_003_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KAL_003_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KAL_004_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KAL_004_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KAL_004_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KAL_004_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KAL_004_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KAL_005_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KAL_005_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KAL_005_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KAL_005_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KAL_005_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KAL_006_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KAL_006_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KAL_006_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KAL_006_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KAL_006_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KAL_007_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KAL_007_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KAL_007_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KAL_007_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KAL_007_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KAL_008_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KAL_008_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KAL_008_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KAL_008_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KAL_008_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KAL_009_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
KAL_009_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
KAL_009_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
KAL_009_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
KAL_009_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
KUN_000_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KUN_000_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KUN_000_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KUN_000_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KUN_000_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KUN_001_2019,2019,2.8,34.67,18.13,64.4,0.69,NASA POWER (Regional 0.5° Grid)
KUN_001_2020,2020,3.5,33.54,17.77,70.73,0.73,NASA POWER (Regional 0.5° Grid)
KUN_001_2021,2021,3.07,33.35,17.24,70.88,0.7,NASA POWER (Regional 0.5° Grid)
KUN_001_2022,2022,3.0,34.05,17.18,70.5,0.7,NASA POWER (Regional 0.5° Grid)
KUN_001_2023,2023,1.75,35.4,18.0,60.55,0.63,NASA POWER (Regional 0.5° Grid)
KUN_002_2019,2019,2.8,34.67,18.13,64.4,0.69,NASA POWER (Regional 0.5° Grid)
KUN_002_2020,2020,3.5,33.54,17.77,70.73,0.73,NASA POWER (Regional 0.5° Grid)
KUN_002_2021,2021,3.07,33.35,17.24,70.88,0.7,NASA POWER (Regional 0.5° Grid)
KUN_002_2022,2022,3.0,34.05,17.18,70.5,0.7,NASA POWER (Regional 0.5° Grid)
KUN_002_2023,2023,1.75,35.4,18.0,60.55,0.63,NASA POWER (Regional 0.5° Grid)
KUN_003_2019,2019,2.8,34.67,18.13,64.4,0.69,NASA POWER (Regional 0.5° Grid)
KUN_003_2020,2020,3.5,33.54,17.77,70.73,0.73,NASA POWER (Regional 0.5° Grid)
KUN_003_2021,2021,3.07,33.35,17.24,70.88,0.7,NASA POWER (Regional 0.5° Grid)
KUN_003_2022,2022,3.0,34.05,17.18,70.5,0.7,NASA POWER (Regional 0.5° Grid)
KUN_003_2023,2023,1.75,35.4,18.0,60.55,0.63,NASA POWER (Regional 0.5° Grid)
KUN_004_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KUN_004_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KUN_004_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KUN_004_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KUN_004_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KUN_005_2019,2019,5.13,33.99,18.41,69.16,0.71,NASA POWER (Regional 0.5° Grid)
KUN_005_2020,2020,5.88,32.88,17.63,75.75,0.73,NASA POWER (Regional 0.5° Grid)
KUN_005_2021,2021,4.99,32.57,17.34,76.13,0.74,NASA POWER (Regional 0.5° Grid)
KUN_005_2022,2022,4.33,33.33,17.08,76.18,0.71,NASA POWER (Regional 0.5° Grid)
KUN_005_2023,2023,3.3,34.27,17.9,66.67,0.65,NASA POWER (Regional 0.5° Grid)
KUN_006_2019,2019,2.8,34.67,18.13,64.4,0.69,NASA POWER (Regional 0.5° Grid)
KUN_006_2020,2020,3.5,33.54,17.77,70.73,0.73,NASA POWER (Regional 0.5° Grid)
KUN_006_2021,2021,3.07,33.35,17.24,70.88,0.7,NASA POWER (Regional 0.5° Grid)
KUN_006_2022,2022,3.0,34.05,17.18,70.5,0.7,NASA POWER (Regional 0.5° Grid)
KUN_006_2023,2023,1.75,35.4,18.0,60.55,0.63,NASA POWER (Regional 0.5° Grid)
KUN_007_2019,2019,2.8,34.67,18.13,64.4,0.69,NASA POWER (Regional 0.5° Grid)
KUN_007_2020,2020,3.5,33.54,17.77,70.73,0.73,NASA POWER (Regional 0.5° Grid)
KUN_007_2021,2021,3.07,33.35,17.24,70.88,0.7,NASA POWER (Regional 0.5° Grid)
KUN_007_2022,2022,3.0,34.05,17.18,70.5,0.7,NASA POWER (Regional 0.5° Grid)
KUN_007_2023,2023,1.75,35.4,18.0,60.55,0.63,NASA POWER (Regional 0.5° Grid)
KUN_008_2019,2019,2.45,34.94,17.82,62.52,0.68,NASA POWER (Regional 0.5° Grid)
KUN_008_2020,2020,3.01,33.88,17.53,68.48,0.71,NASA POWER (Regional 0.5° Grid)
KUN_008_2021,2021,2.58,33.8,16.97,68.32,0.68,NASA POWER (Regional 0.5° Grid)
KUN_008_2022,2022,2.64,34.22,16.85,67.41,0.69,NASA POWER (Regional 0.5° Grid)
KUN_008_2023,2023,1.48,35.65,17.76,57.92,0.63,NASA POWER (Regional 0.5° Grid)
KUN_009_2019,2019,2.8,34.67,18.13,64.4,0.69,NASA POWER (Regional 0.5° Grid)
KUN_009_2020,2020,3.5,33.54,17.77,70.73,0.73,NASA POWER (Regional 0.5° Grid)
KUN_009_2021,2021,3.07,33.35,17.24,70.88,0.7,NASA POWER (Regional 0.5° Grid)
KUN_009_2022,2022,3.0,34.05,17.18,70.5,0.7,NASA POWER (Regional 0.5° Grid)
KUN_009_2023,2023,1.75,35.4,18.0,60.55,0.63,NASA POWER (Regional 0.5° Grid)
HUB_000_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_000_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_000_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_000_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_000_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_001_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_001_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_001_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_001_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_001_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_002_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_002_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_002_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_002_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_002_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_003_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_003_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_003_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_003_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_003_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_004_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_004_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_004_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_004_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_004_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_005_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_005_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_005_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_005_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_005_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_006_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_006_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_006_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_006_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_006_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_007_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_007_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_007_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_007_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_007_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_008_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_008_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_008_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_008_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_008_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
HUB_009_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
HUB_009_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
HUB_009_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
HUB_009_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
HUB_009_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
ALN_000_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
ALN_000_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
ALN_000_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
ALN_000_2022,2022,3.41,33.7,16.36,71.82,0.69,NASA POWER (Regional 0.5° Grid)
ALN_000_2023,2023,2.41,34.64,17.18,62.57,0.62,NASA POWER (Regional 0.5° Grid)
ALN_001_2019,2019,4.33,34.05,17.53,67.06,0.7,NASA POWER (Regional 0.5° Grid)
ALN_001_2020,2020,4.41,33.01,16.93,72.69,0.72,NASA POWER (Regional 0.5° Grid)
ALN_001_2021,2021,3.87,32.75,16.77,72.91,0.7,NASA POWER (Regional 0.5° Grid)
