point_id,taluk,latitude,longitude,clay_pct,sand_pct,silt_pct,pH,nitrogen_g_per_kg,organic_carbon_dg_per_kg,bulk_density_cg_per_cm3,api_source
GAN_006,Gangavathi,15.430305233396792,76.57668728987518,31.2,44.4,24.4,7.0,1.82,198.0,145.0,ISRIC SoilGrids v2.0
GAN_007,Gangavathi,15.52961324599456,76.57455542443851,34.1,43.8,22.0,7.0,1.43,138.0,147.0,ISRIC SoilGrids v2.0
GAN_008,Gangavathi,15.445899661000382,76.45302617729807,19.9,56.8,23.2,6.8,1.24,313.0,140.0,ISRIC SoilGrids v2.0
GAN_009,Gangavathi,15.536896586085735,76.50737322305704,33.3,42.8,23.9,7.0,1.26,191.0,149.0,ISRIC SoilGrids v2.0
KOP_000,Koppal,15.48367691930806,76.25527442091769,20.7,56.7,22.6,6.8,1.58,331.0,137.0,ISRIC SoilGrids v2.0
KOP_001,Koppal,15.309115224575722,76.04766579230815,24.9,43.6,31.5,7.4,1.32,188.0,150.0,ISRIC SoilGrids v2.0
KOP_002,Koppal,15.270770381665361,76.31767314534657,,,,,,,,ISRIC SoilGrids v2.0
KOP_003,Koppal,15.53439804067949,76.24944662216642,23.9,52.3,23.9,6.7,1.52,441.0,137.0,ISRIC SoilGrids v2.0
KOP_004,Koppal,15.53711977935477,76.28208446344495,23.7,55.1,21.2,6.7,1.2,353.0,137.0,ISRIC SoilGrids v2.0
KOP_005,Koppal,15.505840937240565,76.29040235891873,22.7,56.7,20.6,6.5,1.24,181.0,142.0,ISRIC SoilGrids v2.0
KOP_006,Koppal,15.504494838598353,76.23967327737427,22.6,55.5,21.9,6.7,1.54,178.0,143.0,ISRIC SoilGrids v2.0
KOP_007,Koppal,15.431353772207402,76.33985160994524,22.9,56.9,20.2,7.2,1.14,196.0,147.0,ISRIC SoilGrids v2.0
KOP_008,Koppal,15.332531743135958,75.92911493091617,30.2,40.0,29.8,7.4,1.17,173.0,146.0,ISRIC SoilGrids v2.0
KOP_009,Koppal,15.190315796975163,76.07408955269689,29.5,37.0,33.5,7.2,1.6,173.0,149.0,ISRIC SoilGrids v2.0
KAR_000,Karatagi,15.519466121349579,76.6874419103513,35.1,39.4,25.5,7.2,1.32,346.0,143.0,ISRIC SoilGrids v2.0
KAR_001,Karatagi,15.570575720574954,76.57053585700322,33.3,42.3,24.4,7.0,1.62,168.0,148.0,ISRIC SoilGrids v2.0
KAR_002,Karatagi,15.518379358849552,76.65604503730111,36.3,40.3,23.4,7.1,1.32,156.0,152.0,ISRIC SoilGrids v2.0
KAR_003,Karatagi,15.514747822959052,76.61132764460334,30.8,42.5,26.6,7.0,1.9,165.0,147.0,ISRIC SoilGrids v2.0
KAR_004,Karatagi,15.564427252734397,76.63470058618466,31.2,45.1,23.7,7.0,1.97,171.0,150.0,ISRIC SoilGrids v2.0
KAR_005,Karatagi,15.606126393248738,76.60966071218034,33.7,43.6,22.7,7.0,1.64,172.0,147.0,ISRIC SoilGrids v2.0
KAR_006,Karatagi,15.607992596560432,76.64422650148607,33.6,44.4,21.9,7.0,1.4,181.0,148.0,ISRIC SoilGrids v2.0
KAR_007,Karatagi,15.669215145656384,76.58261652575173,31.6,40.2,28.2,7.2,1.54,162.0,150.0,ISRIC SoilGrids v2.0
KAR_008,Karatagi,15.557541607113873,76.68232920145563,30.0,44.0,26.0,6.9,1.41,163.0,150.0,ISRIC SoilGrids v2.0
KAR_009,Karatagi,15.616838786938345,76.5692017841634,27.8,50.2,22.0,7.3,1.21,212.0,148.0,ISRIC SoilGrids v2.0
KUK_000,Kukanoor,15.492164044957748,75.91066150920066,24.4,43.0,32.6,7.3,1.24,173.0,142.0,ISRIC SoilGrids v2.0
KUK_001,Kukanoor,15.515821886873937,76.15420536845623,22.1,55.4,22.5,7.4,1.43,304.0,140.0,ISRIC SoilGrids v2.0
KUK_002,Kukanoor,15.44122868733471,76.04093508319976,24.1,44.4,31.5,7.0,1.47,178.0,145.0,ISRIC SoilGrids v2.0
KUK_003,Kukanoor,15.508301193119843,75.86911090174401,24.4,44.1,31.6,7.3,1.19,183.0,144.0,ISRIC SoilGrids v2.0
KUK_004,Kukanoor,15.43505847580081,75.92302643229179,28.0,37.9,34.1,7.4,1.64,170.0,144.0,ISRIC SoilGrids v2.0
KUK_005,Kukanoor,15.499248166074238,75.91271362110417,26.4,41.9,31.7,7.3,1.2,174.0,144.0,ISRIC SoilGrids v2.0
KUK_006,Kukanoor,15.375575467982648,75.96028539688064,30.9,38.5,30.6,7.5,1.31,150.0,143.0,ISRIC SoilGrids v2.0
KUK_007,Kukanoor,15.538929788791124,76.14011030225757,23.7,49.6,26.8,7.3,1.39,283.0,,ISRIC SoilGrids v2.0
KUK_008,Kukanoor,15.543679710264852,75.99115124882374,27.9,40.5,31.7,7.4,1.53,173.0,143.0,ISRIC SoilGrids v2.0
KUK_009,Kukanoor,15.485084670251899,75.84663315867105,24.9,44.3,30.8,7.4,1.23,155.0,146.0,ISRIC SoilGrids v2.0
KAN_000,Kanakagiri,15.570693439403936,76.44116400897416,22.7,52.4,24.8,7.3,1.23,155.0,154.0,ISRIC SoilGrids v2.0
KAN_001,Kanakagiri,15.646222887261898,76.48084270245884,24.5,53.4,22.1,7.3,1.34,179.0,154.0,ISRIC SoilGrids v2.0
KAN_002,Kanakagiri,15.637272409751985,76.50379161960403,23.2,55.9,20.9,6.9,1.21,179.0,148.0,ISRIC SoilGrids v2.0
KAN_003,Kanakagiri,15.503267167640736,76.38524108161818,22.3,55.8,21.9,6.8,1.3,221.0,145.0,ISRIC SoilGrids v2.0
KAN_004,Kanakagiri,15.631961077363306,76.52343925258852,25.3,51.0,23.7,7.1,1.31,355.0,141.0,ISRIC SoilGrids v2.0
KAN_005,Kanakagiri,15.564101305549535,76.31386225862873,24.3,51.2,24.5,7.2,1.14,167.0,149.0,ISRIC SoilGrids v2.0
KAN_006,Kanakagiri,15.587425759380634,76.42371399514012,23.9,52.3,23.8,7.3,1.21,407.0,138.0,ISRIC SoilGrids v2.0
KAN_007,Kanakagiri,15.566169044362098,76.3597681967086,22.5,54.7,22.8,7.0,1.09,169.0,152.0,ISRIC SoilGrids v2.0
KAN_008,Kanakagiri,15.577585888553731,76.51936669984828,27.6,48.2,24.2,7.4,1.18,172.0,153.0,ISRIC SoilGrids v2.0
KAN_009,Kanakagiri,15.68121367653996,76.53496768460215,25.7,47.5,26.8,7.3,1.23,157.0,151.0,ISRIC SoilGrids v2.0
NAR_000,Naragund,15.805065885209704,75.3334424515083,41.3,33.1,25.6,7.7,1.62,319.0,132.0,ISRIC SoilGrids v2.0
NAR_001,Naragund,15.810026131363607,75.33449909792432,40.5,32.8,26.7,7.7,1.56,170.0,139.0,ISRIC SoilGrids v2.0
NAR_002,Naragund,15.717290137223333,75.44505661144674,43.8,29.5,26.7,7.8,1.87,165.0,141.0,ISRIC SoilGrids v2.0
NAR_003,Naragund,15.803680652732032,75.31217960455919,40.9,34.0,25.1,7.7,1.59,156.0,141.0,ISRIC SoilGrids v2.0
NAR_004,Naragund,15.722217932362629,75.48195842961138,33.9,35.6,30.5,7.8,1.43,352.0,,ISRIC SoilGrids v2.0
NAR_005,Naragund,15.741492745637304,75.45551428031602,42.1,29.9,28.0,7.8,1.65,154.0,141.0,ISRIC SoilGrids v2.0
NAR_006,Naragund,15.770762721401894,75.30510393526444,40.3,30.5,29.2,7.7,1.47,163.0,139.0,ISRIC SoilGrids v2.0
NAR_007,Naragund,15.737604775757578,75.27779848641653,41.9,28.6,29.4,7.7,1.52,159.0,139.0,ISRIC SoilGrids v2.0
NAR_008,Naragund,15.743713211178644,75.41265531107962,46.8,27.9,25.3,8.0,1.66,303.0,135.0,ISRIC SoilGrids v2.0
NAR_009,Naragund,15.721305514309382,75.46473926372296,38.6,31.9,29.5,7.8,1.64,332.0,135.0,ISRIC SoilGrids v2.0
GAD_000,Gadag,15.542696499211836,75.76481091327146,27.1,36.4,36.5,7.4,1.46,304.0,137.0,ISRIC SoilGrids v2.0
GAD_001,Gadag,15.324610755114835,75.4911658536644,33.2,32.6,34.2,7.6,1.87,219.0,138.0,ISRIC SoilGrids v2.0
GAD_002,Gadag,15.433098404284364,75.7644553484614,27.6,43.1,29.2,7.5,1.25,162.0,143.0,ISRIC SoilGrids v2.0
GAD_003,Gadag,15.370243412993297,75.5865498195435,26.3,45.9,27.9,7.5,1.34,200.0,138.0,ISRIC SoilGrids v2.0
GAD_004,Gadag,15.407321812590805,75.76748328463918,27.0,43.9,29.2,7.6,1.41,157.0,145.0,ISRIC SoilGrids v2.0
GAD_005,Gadag,15.3406587585411,75.60743980715363,27.7,37.3,35.1,7.5,1.38,198.0,137.0,ISRIC SoilGrids v2.0
GAD_006,Gadag,15.308556487051927,75.46834939229021,34.3,31.6,34.1,7.7,1.57,199.0,140.0,ISRIC SoilGrids v2.0
GAD_007,Gadag,15.418533184057608,75.54406978543788,27.5,40.9,31.6,7.5,1.37,193.0,140.0,ISRIC SoilGrids v2.0
GAD_008,Gadag,15.414119684384,75.75369952792417,25.7,42.6,31.6,7.4,1.41,192.0,143.0,ISRIC SoilGrids v2.0
GAD_009,Gadag,15.307329619082536,75.59391018583683,27.2,40.1,32.7,7.2,1.4,190.0,136.0,ISRIC SoilGrids v2.0
SHI_000,Shirahatti,15.188685102739418,75.65640424458243,30.4,37.9,31.7,7.7,1.31,186.0,140.0,ISRIC SoilGrids v2.0
SHI_001,Shirahatti,15.083985357688812,75.65931364409984,30.8,33.1,36.1,7.7,1.58,205.0,137.0,ISRIC SoilGrids v2.0
SHI_002,Shirahatti,15.019411017382227,75.62468662729042,36.7,30.5,32.8,7.9,1.63,204.0,140.0,ISRIC SoilGrids v2.0
SHI_003,Shirahatti,15.156770900356138,75.61475074578973,33.2,33.7,33.1,7.4,1.87,223.0,135.0,ISRIC SoilGrids v2.0
SHI_004,Shirahatti,15.087748304309626,75.71951257550124,31.4,30.7,37.8,7.8,1.45,353.0,135.0,ISRIC SoilGrids v2.0
SHI_005,Shirahatti,15.079323059653488,75.63047161412665,32.5,33.1,34.4,7.6,1.56,223.0,138.0,ISRIC SoilGrids v2.0
SHI_006,Shirahatti,15.019437325401098,75.7355226894317,34.6,28.7,36.7,7.8,1.54,361.0,,ISRIC SoilGrids v2.0
SHI_007,Shirahatti,15.024949159142942,75.63832379081124,36.2,30.4,33.4,7.8,1.6,206.0,140.0,ISRIC SoilGrids v2.0
SHI_008,Shirahatti,15.228405275041409,75.71459856158721,25.2,47.0,27.9,7.0,1.63,254.0,130.0,ISRIC SoilGrids v2.0
SHI_009,Shirahatti,14.994237189773882,75.70253272896859,34.2,31.9,33.9,7.9,1.31,196.0,145.0,ISRIC SoilGrids v2.0
MUN_000,Mundargi,15.305636603122021,75.78832598909463,29.6,33.3,37.2,7.7,1.66,157.0,142.0,ISRIC SoilGrids v2.0
MUN_001,Mundargi,15.272459446893459,75.71676284463851,26.7,45.9,27.5,7.4,1.49,196.0,137.0,ISRIC SoilGrids v2.0
MUN_002,Mundargi,15.068436119952008,75.84746332812011,28.9,43.3,27.8,7.7,1.46,264.0,132.0,ISRIC SoilGrids v2.0
MUN_003,Mundargi,15.328388689340787,75.81581691255707,27.1,41.7,31.2,7.7,1.41,161.0,145.0,ISRIC SoilGrids v2.0
MUN_004,Mundargi,15.09378394080188,75.83741380653113,30.6,44.1,25.3,7.6,1.66,271.0,136.0,ISRIC SoilGrids v2.0
MUN_005,Mundargi,15.039705378198708,75.86687260834525,31.9,40.1,28.0,6.9,1.64,216.0,142.0,ISRIC SoilGrids v2.0
MUN_006,Mundargi,15.011431828954116,75.77330068111681,39.1,29.2,31.7,7.6,1.54,293.0,136.0,ISRIC SoilGrids v2.0
MUN_007,Mundargi,15.281773960590675,75.78956984725359,29.2,37.7,33.0,7.8,1.34,162.0,143.0,ISRIC SoilGrids v2.0
MUN_008,Mundargi,15.391529334801405,75.76367867915604,27.4,42.8,29.7,7.6,1.35,333.0,139.0,ISRIC SoilGrids v2.0
MUN_009,Mundargi,15.15766913935485,75.87689397695335,31.3,37.9,30.7,7.4,1.45,281.0,138.0,ISRIC SoilGrids v2.0
GAJ_000,Gajendragad,15.768158354745367,75.88038468971017,27.9,45.9,26.2,7.3,1.27,168.0,145.0,ISRIC SoilGrids v2.0
GAJ_001,Gajendragad,15.824916194996348,75.82597147486258,22.6,54.9,22.5,6.7,1.43,248.0,140.0,ISRIC SoilGrids v2.0
GAJ_002,Gajendragad,15.520552989480134,75.83389779305274,24.7,42.9,32.4,7.2,1.43,166.0,143.0,ISRIC SoilGrids v2.0
GAJ_003,Gajendragad,15.56772890373416,75.78382735674411,25.8,38.4,35.8,7.3,1.49,168.0,139.0,ISRIC SoilGrids v2.0
GAJ_004,Gajendragad,15.7697198849629,75.91404063049949,24.0,52.9,23.1,6.9,1.36,352.0,139.0,ISRIC SoilGrids v2.0
GAJ_005,Gajendragad,15.629282329286793,75.8505965966589,25.2,42.5,32.3,7.3,1.41,318.0,137.0,ISRIC SoilGrids v2.0
GAJ_006,Gajendragad,15.803037132944416,75.86388900139885,27.3,50.1,22.6,7.0,1.38,318.0,133.0,ISRIC SoilGrids v2.0
GAJ_007,Gajendragad,15.531708469487693,75.83016569171515,25.7,40.2,34.0,7.2,1.49,197.0,142.0,ISRIC SoilGrids v2.0
GAJ_008,Gajendragad,15.832720049553664,75.79276382210908,29.7,44.5,25.8,7.1,1.59,328.0,138.0,ISRIC SoilGrids v2.0
GAJ_009,Gajendragad,15.747166090216679,75.86405867161683,30.8,39.7,29.4,7.5,1.54,335.0,140.0,ISRIC SoilGrids v2.0
LAX_000,Laxmeshwar,15.258778533390116,75.43052178227333,37.5,31.1,31.4,7.7,1.52,308.0,138.0,ISRIC SoilGrids v2.0
LAX_001,Laxmeshwar,15.05272428206614,75.52263166346326,35.3,32.1,32.6,7.8,1.61,194.0,140.0,ISRIC SoilGrids v2.0
LAX_002,Laxmeshwar,15.060179494438243,75.46679616300253,35.2,31.2,33.6,7.6,1.42,192.0,140.0,ISRIC SoilGrids v2.0
LAX_003,Laxmeshwar,15.184873995624027,75.44780242947294,35.7,34.0,30.3,7.5,1.44,183.0,140.0,ISRIC SoilGrids v2.0
LAX_004,Laxmeshwar,15.059828226996219,75.49494747112453,33.6,32.5,33.9,7.7,1.66,215.0,139.0,ISRIC SoilGrids v2.0
LAX_005,Laxmeshwar,15.202087981329473,75.47181084904301,33.5,34.5,32.0,7.5,1.51,179.0,139.0,ISRIC SoilGrids v2.0
LAX_006,Laxmeshwar,15.017702473932141,75.58863826701226,34.2,33.0,32.7,7.8,1.53,207.0,141.0,ISRIC SoilGrids v2.0
LAX_007,Laxmeshwar,15.267826532265829,75.48266102119229,34.0,33.2,32.8,7.7,1.67,196.0,139.0,ISRIC SoilGrids v2.0
LAX_008,Laxmeshwar,15.091171347621616,75.57377439658367,36.2,31.2,32.6,7.6,1.88,401.0,134.0,ISRIC SoilGrids v2.0
LAX_009,Laxmeshwar,15.184168084091995,75.53488366839024,33.5,32.9,33.7,7.7,1.62,244.0,139.0,ISRIC SoilGrids v2.0
DHA_000,Dharwad,15.515374064314509,74.83077173092232,31.4,41.4,27.2,6.4,1.35,198.0,137.0,ISRIC SoilGrids v2.0
DHA_001,Dharwad,15.529844645675595,75.13251570069538,33.8,35.4,30.8,7.4,1.48,175.0,141.0,ISRIC SoilGrids v2.0
DHA_002,Dharwad,15.53639582213555,74.91107496046098,31.6,42.4,26.0,6.7,1.17,177.0,139.0,ISRIC SoilGrids v2.0
DHA_003,Dharwad,15.577981168549405,74.92449695791083,31.9,39.0,29.1,6.9,1.12,195.0,141.0,ISRIC SoilGrids v2.0
DHA_004,Dharwad,15.502255424385226,75.01787430200267,30.5,38.4,31.1,6.9,1.27,190.0,139.0,ISRIC SoilGrids v2.0
DHA_005,Dharwad,15.484874727068583,75.10402261437063,31.5,35.7,32.8,7.3,1.38,161.0,144.0,ISRIC SoilGrids v2.0
DHA_006,Dharwad,15.612115456208121,74.91483311754871,32.7,36.1,31.1,6.9,1.22,176.0,140.0,ISRIC SoilGrids v2.0
DHA_007,Dharwad,15.441998419280416,74.88095731130757,30.7,41.6,27.7,6.4,1.59,223.0,136.0,ISRIC SoilGrids v2.0
DHA_008,Dharwad,15.521849614552464,75.10949309365196,32.3,34.8,32.9,7.4,1.7,324.0,135.0,ISRIC SoilGrids v2.0
DHA_009,Dharwad,15.497601428051857,75.20404761200464,37.8,29.9,32.2,7.6,1.61,307.0,136.0,ISRIC SoilGrids v2.0
NAV_000,Navalagund,15.515171557833796,75.2633788345887,47.0,26.4,26.5,7.8,1.66,176.0,140.0,ISRIC SoilGrids v2.0
NAV_001,Navalagund,15.64362569227475,75.45388894526991,38.8,31.9,29.2,7.7,1.54,354.0,136.0,ISRIC SoilGrids v2.0
NAV_002,Navalagund,15.484184335983151,75.26518083516662,46.4,28.3,25.3,7.6,1.66,300.0,135.0,ISRIC SoilGrids v2.0
NAV_003,Navalagund,15.531343422144365,75.29021334433223,47.2,25.5,27.4,7.8,1.78,378.0,,ISRIC SoilGrids v2.0
NAV_004,Navalagund,15.592000151127726,75.10895211741196,38.3,32.0,29.8,7.3,1.41,168.0,141.0,ISRIC SoilGrids v2.0
NAV_005,Navalagund,15.65836364910825,75.16886662322571,40.4,30.7,28.9,7.5,1.63,306.0,134.0,ISRIC SoilGrids v2.0
NAV_006,Navalagund,15.567667087557142,75.34423855882059,44.1,26.4,29.5,7.8,1.6,167.0,139.0,ISRIC SoilGrids v2.0
NAV_007,Navalagund,15.54816190552262,75.15854373775224,37.2,35.3,27.5,7.3,1.33,152.0,145.0,ISRIC SoilGrids v2.0
NAV_008,Navalagund,15.674416926535185,75.2208933110478,45.8,28.0,26.2,7.7,1.74,200.0,138.0,ISRIC SoilGrids v2.0
NAV_009,Navalagund,15.657616835878798,75.40058836201698,43.3,29.1,27.7,7.9,1.4,248.0,140.0,ISRIC SoilGrids v2.0
HUB_000,Hubballi,15.446047672565324,75.27006873416282,43.2,27.7,29.0,7.6,1.73,329.0,136.0,ISRIC SoilGrids v2.0
HUB_001,Hubballi,15.280063860017483,75.15419045756805,33.1,36.0,30.9,7.4,1.25,193.0,140.0,ISRIC SoilGrids v2.0
HUB_002,Hubballi,15.376679658876938,75.31368474436836,39.2,28.4,32.4,7.5,1.78,372.0,136.0,ISRIC SoilGrids v2.0
HUB_003,Hubballi,15.302676670249369,75.10705339832373,29.6,42.6,27.8,6.8,1.57,171.0,139.0,ISRIC SoilGrids v2.0
HUB_004,Hubballi,15.25355491111246,75.14154128744103,38.8,31.3,29.8,7.1,1.43,179.0,143.0,ISRIC SoilGrids v2.0
HUB_005,Hubballi,15.337392851513068,75.04954944396194,31.4,40.9,27.7,6.7,1.33,366.0,136.0,ISRIC SoilGrids v2.0
HUB_006,Hubballi,15.297580692140754,75.06957944143541,30.1,43.3,26.6,6.8,1.42,215.0,137.0,ISRIC SoilGrids v2.0
HUB_007,Hubballi,15.249389388002886,75.19391540006275,35.0,30.8,34.2,7.5,1.75,207.0,141.0,ISRIC SoilGrids v2.0
HUB_008,Hubballi,15.257409031557476,75.13746582798622,38.7,32.0,29.3,7.2,1.36,177.0,143.0,ISRIC SoilGrids v2.0
HUB_009,Hubballi,15.189823587310082,75.15004205668906,31.6,33.3,35.1,7.0,1.43,196.0,139.0,ISRIC SoilGrids v2.0
KAL_000,Kalgatgi,15.241547560189112,75.01369022954901,35.8,39.6,24.6,6.8,1.37,199.0,143.0,ISRIC SoilGrids v2.0
KAL_001,Kalgatgi,15.125667770357227,75.02894320032263,31.6,38.3,30.1,6.4,1.63,220.0,139.0,ISRIC SoilGrids v2.0
KAL_002,Kalgatgi,15.23711030407883,75.0468683016009,35.0,36.0,29.0,7.1,1.38,179.0,145.0,ISRIC SoilGrids v2.0
KAL_003,Kalgatgi,15.126869426571972,74.9254487883107,35.6,36.7,27.7,6.3,1.35,185.0,138.0,ISRIC SoilGrids v2.0
KAL_004,Kalgatgi,15.320410569061256,75.01326579298137,30.7,43.3,26.0,6.7,1.39,184.0,139.0,ISRIC SoilGrids v2.0
KAL_005,Kalgatgi,15.229817033244602,74.89144131217085,33.9,38.5,27.6,6.4,1.56,197.0,138.0,ISRIC SoilGrids v2.0
KAL_006,Kalgatgi,15.25991385541181,75.04517516337401,31.6,39.9,28.6,7.1,1.46,177.0,144.0,ISRIC SoilGrids v2.0
KAL_007,Kalgatgi,15.121016113547785,75.00871945894144,37.4,36.6,25.9,6.5,1.48,193.0,137.0,ISRIC SoilGrids v2.0
KAL_008,Kalgatgi,15.350168894617354,74.96780498828385,32.0,40.5,27.5,6.4,1.4,196.0,138.0,ISRIC SoilGrids v2.0
KAL_009,Kalgatgi,15.311857659279532,74.95200965590088,30.7,38.8,30.5,6.2,1.6,195.0,136.0,ISRIC SoilGrids v2.0
KUN_000,Kundgol,15.18127352362142,75.2153216781421,37.6,31.5,31.0,7.5,1.45,210.0,139.0,ISRIC SoilGrids v2.0
KUN_001,Kundgol,15.235202515142678,75.31973016247935,36.2,33.0,30.8,7.5,1.38,162.0,142.0,ISRIC SoilGrids v2.0
KUN_002,Kundgol,15.077866674747067,75.35906339289632,33.3,37.1,29.6,7.4,1.42,198.0,137.0,ISRIC SoilGrids v2.0
KUN_003,Kundgol,15.054458965670225,75.36685133401787,33.5,33.0,33.5,7.5,1.41,214.0,140.0,ISRIC SoilGrids v2.0
KUN_004,Kundgol,15.114951672864615,75.21205901294063,32.6,35.2,32.2,7.3,1.51,177.0,140.0,ISRIC SoilGrids v2.0
KUN_005,Kundgol,15.12494630465738,75.21913971907827,32.3,34.4,33.2,7.2,1.46,176.0,141.0,ISRIC SoilGrids v2.0
KUN_006,Kundgol,15.233224901704023,75.36496051782315,34.8,36.2,29.0,7.5,1.53,200.0,142.0,ISRIC SoilGrids v2.0
KUN_007,Kundgol,15.074778953935576,75.34606338987973,35.6,33.4,31.0,7.4,1.32,189.0,139.0,ISRIC SoilGrids v2.0
KUN_008,Kundgol,15.298417831097982,75.38780206939386,38.3,28.2,33.5,7.7,1.6,276.0,136.0,ISRIC SoilGrids v2.0
KUN_009,Kundgol,15.214389900906633,75.428089110586,35.1,33.7,31.2,7.5,1.44,170.0,143.0,ISRIC SoilGrids v2.0
HUB_000,Hubballi Urban,15.382918435261464,75.05549639009178,33.3,39.3,27.4,6.8,1.5,185.0,136.0,ISRIC SoilGrids v2.0
HUB_001,Hubballi Urban,15.399367679489789,75.1695733609055,33.6,32.4,34.0,7.3,1.43,192.0,140.0,ISRIC SoilGrids v2.0
HUB_002,Hubballi Urban,15.424197510274311,75.09141215265373,30.6,39.8,29.6,7.2,1.56,176.0,137.0,ISRIC SoilGrids v2.0
HUB_003,Hubballi Urban,15.372265168002217,75.1362642442241,,,,,,,,ISRIC SoilGrids v2.0
HUB_004,Hubballi Urban,15.349196068579767,75.06991296982585,29.7,40.8,29.5,6.9,1.37,189.0,139.0,ISRIC SoilGrids v2.0
HUB_005,Hubballi Urban,15.360860300427568,75.17893027447647,32.8,38.8,28.4,7.1,1.52,188.0,141.0,ISRIC SoilGrids v2.0
HUB_006,Hubballi Urban,15.332891916780465,75.14589295319237,,,,,,,,ISRIC SoilGrids v2.0
HUB_007,Hubballi Urban,15.357228612902931,75.1617059815306,,,,,,,,ISRIC SoilGrids v2.0
HUB_008,Hubballi Urban,15.387336998555421,75.10643025033869,32.0,43.6,24.4,6.9,1.24,168.0,139.0,ISRIC SoilGrids v2.0
HUB_009,Hubballi Urban,15.33886678618524,75.18678410319504,38.8,30.7,30.4,7.3,1.41,184.0,144.0,ISRIC SoilGrids v2.0
ALN_000,Alnavar,15.43859289400439,74.76831632436912,36.3,36.7,27.0,6.3,1.31,184.0,139.0,ISRIC SoilGrids v2.0
ALN_001,Alnavar,15.437192121616013,74.73443740967828,35.1,38.6,26.3,6.3,1.36,195.0,138.0,ISRIC SoilGrids v2.0
ALN_002,Alnavar,15.427304617224877,74.83242915073615,33.9,41.1,25.0,5.9,1.62,221.0,132.0,ISRIC SoilGrids v2.0
ALN_003,Alnavar,15.409158596800637,74.81731154619798,30.7,41.3,28.0,6.0,1.88,263.0,133.0,ISRIC SoilGrids v2.0
ALN_004,Alnavar,15.460754479008616,74.83930329797242,,,,,,,,
ALN_005,Alnavar,15.412674135993868,74.74194395251277,37.1,35.9,27.0,6.3,1.42,182.0,138.0,ISRIC SoilGrids v2.0
ALN_006,Alnavar,15.442590724805168,74.79791863746273,37.1,39.1,23.8,6.3,1.31,182.0,139.0,ISRIC SoilGrids v2.0
ALN_007,Alnavar,15.420518806022079,74.77604203643861,37.3,36.6,26.1,6.4,1.37,185.0,140.0,ISRIC SoilGrids v2.0
ALN_008,Alnavar,15.438957541370476,74.77570154188008,35.4,36.0,28.7,6.3,1.29,187.0,141.0,ISRIC SoilGrids v2.0
ALN_009,Alnavar,15.425247533319114,74.74085594489753,35.1,38.1,26.8,6.4,1.36,196.0,139.0,ISRIC SoilGrids v2.0
ANN_000,Annigeri,15.495058107193868,75.43600950393898,38.6,32.8,28.6,7.6,1.47,170.0,141.0,ISRIC SoilGrids v2.0
ANN_001,Annigeri,15.591477933079943,75.4652701772049,39.0,28.9,32.1,7.7,1.69,178.0,139.0,ISRIC SoilGrids v2.0
ANN_002,Annigeri,15.565685639067471,75.50832508884652,34.6,33.1,32.4,7.8,1.63,354.0,137.0,ISRIC SoilGrids v2.0
ANN_003,Annigeri,15.525994821400843,75.40897683682266,40.5,31.2,28.3,7.7,1.45,169.0,143.0,ISRIC SoilGrids v2.0
ANN_004,Annigeri,15.38400570093513,75.35934163958157,41.5,28.9,29.6,7.5,1.56,375.0,140.0,ISRIC SoilGrids v2.0
ANN_005,Annigeri,15.561090447263885,75.47516793617213,39.8,30.8,29.4,7.7,1.52,175.0,142.0,ISRIC SoilGrids v2.0
ANN_006,Annigeri,15.396623984569223,75.42690761209852,38.4,32.7,29.0,7.6,1.55,344.0,137.0,ISRIC SoilGrids v2.0
ANN_007,Annigeri,15.452184155945538,75.36216866064117,39.7,29.1,31.3,7.6,1.6,316.0,139.0,ISRIC SoilGrids v2.0
ANN_008,Annigeri,15.414192349152687,75.3299192156074,40.9,28.7,30.3,7.4,1.75,264.0,139.0,ISRIC SoilGrids v2.0
ANN_009,Annigeri,15.525190092248696,75.42792375214074,39.2,32.9,27.9,7.7,1.57,167.0,145.0,ISRIC SoilGrids v2.0
KAR_000,Karwar,14.744762697954554,74.19394303554617,30.2,41.9,28.0,5.8,3.68,590.0,126.0,ISRIC SoilGrids v2.0
KAR_001,Karwar,14.801993902568178,74.25832670391416,28.5,43.1,28.4,5.6,3.34,326.0,129.0,ISRIC SoilGrids v2.0
KAR_002,Karwar,14.906640336994428,74.35788395462517,,,,,,,,ISRIC SoilGrids v2.0
KAR_003,Karwar,14.865150152045171,74.26926155938924,27.9,41.8,30.3,5.6,2.28,309.0,133.0,ISRIC SoilGrids v2.0
KAR_004,Karwar,14.951898102169938,74.32456284518494,28.2,42.6,29.2,5.6,3.73,487.0,122.0,ISRIC SoilGrids v2.0
KAR_005,Karwar,14.859641361824442,74.30653466832844,27.4,42.7,29.8,5.7,3.89,403.0,123.0,ISRIC SoilGrids v2.0
KAR_006,Karwar,14.772364575061564,74.23453811912277,32.0,40.9,27.1,5.6,3.39,491.0,119.0,ISRIC SoilGrids v2.0
KAR_007,Karwar,14.890725397782733,74.175807164507,30.1,36.9,33.0,6.1,2.49,289.0,131.0,ISRIC SoilGrids v2.0
KAR_008,Karwar,14.907872663173151,74.29510681795875,30.0,42.8,27.2,5.6,3.45,351.0,124.0,ISRIC SoilGrids v2.0
KAR_009,Karwar,14.729275845553424,74.19744331819568,30.7,40.7,28.6,5.6,4.42,609.0,121.0,ISRIC SoilGrids v2.0
