point_id,taluk,latitude,longitude,clay_pct,sand_pct,silt_pct,pH,nitrogen_g_per_kg,organic_carbon_dg_per_kg,bulk_density_cg_per_cm3,api_source
JOI_000,Joida,15.230553678772853,74.53217739556696,23.4,47.4,29.3,5.9,2.17,663.0,126.0,ISRIC SoilGrids v2.0
JOI_001,Joida,15.198653643445807,74.57909855938786,24.6,46.4,29.0,5.8,2.47,285.0,131.0,ISRIC SoilGrids v2.0
JOI_002,Joida,15.392004570209288,74.37960646026559,29.9,40.5,29.6,5.7,2.6,287.0,125.0,ISRIC SoilGrids v2.0
JOI_003,Joida,15.00833807476232,74.42565998886467,26.9,46.0,27.1,5.6,4.34,484.0,118.0,ISRIC SoilGrids v2.0
JOI_004,Joida,15.399562529855762,74.40081905399192,27.0,41.1,31.9,5.9,2.63,259.0,132.0,ISRIC SoilGrids v2.0
JOI_005,Joida,15.446131762664045,74.27523966588085,28.1,42.7,29.3,5.7,3.04,409.0,118.0,ISRIC SoilGrids v2.0
JOI_006,Joida,15.234404983905343,74.40143700433603,28.0,43.6,28.3,5.6,3.12,373.0,120.0,ISRIC SoilGrids v2.0
JOI_007,Joida,14.939356406114511,74.50277374615109,28.7,43.4,27.9,5.6,3.7,432.0,124.0,ISRIC SoilGrids v2.0
JOI_008,Joida,15.39973721984404,74.3959825484928,28.4,38.1,33.4,5.7,2.52,318.0,130.0,ISRIC SoilGrids v2.0
JOI_009,Joida,15.09522697823333,74.46783851414206,26.9,44.7,28.4,5.7,3.45,524.0,120.0,ISRIC SoilGrids v2.0
HAL_000,Haliyal,15.201577324063477,74.69120235054744,,,,,,,,ISRIC SoilGrids v2.0
HAL_001,Haliyal,15.107757943230814,74.73400596227513,28.4,45.2,26.3,6.0,1.89,226.0,136.0,ISRIC SoilGrids v2.0
HAL_002,Haliyal,15.239436413494076,74.733174985696,31.5,41.8,26.7,6.0,1.63,199.0,135.0,ISRIC SoilGrids v2.0
HAL_003,Haliyal,15.30352067095622,74.83235148752985,35.3,35.5,29.2,6.3,1.63,192.0,137.0,ISRIC SoilGrids v2.0
HAL_004,Haliyal,15.279212155790427,74.84464516611239,34.9,36.7,28.4,6.3,1.6,201.0,137.0,ISRIC SoilGrids v2.0
HAL_005,Haliyal,15.335153981256076,74.84898245936013,35.2,36.0,28.9,6.1,1.51,194.0,136.0,ISRIC SoilGrids v2.0
HAL_006,Haliyal,15.25733741717206,74.85489156673232,37.5,36.9,25.5,6.4,1.55,168.0,139.0,ISRIC SoilGrids v2.0
HAL_007,Haliyal,15.331993295472305,74.80363339799743,32.9,35.4,31.7,6.5,1.61,192.0,138.0,ISRIC SoilGrids v2.0
HAL_008,Haliyal,15.302656159482733,74.79708502922323,36.0,35.0,29.0,6.3,1.53,170.0,136.0,ISRIC SoilGrids v2.0
HAL_009,Haliyal,15.277578568658761,74.87907769989651,34.0,40.2,25.8,6.2,1.53,210.0,138.0,ISRIC SoilGrids v2.0
YEL_000,Yellapur,15.034659060847716,74.66834215095807,26.6,44.5,28.9,5.8,2.87,298.0,127.0,ISRIC SoilGrids v2.0
YEL_001,Yellapur,14.817726446627436,74.56190200068687,27.6,43.3,29.0,5.7,2.92,412.0,129.0,ISRIC SoilGrids v2.0
YEL_002,Yellapur,14.911646780695348,74.5325203297127,28.8,45.2,26.0,5.6,3.56,495.0,120.0,ISRIC SoilGrids v2.0
YEL_003,Yellapur,14.893903723755619,74.7848801895894,26.6,44.7,28.6,5.8,2.59,285.0,132.0,ISRIC SoilGrids v2.0
YEL_004,Yellapur,15.01065697423952,74.85078294931374,29.6,42.2,28.1,5.9,2.13,253.0,131.0,ISRIC SoilGrids v2.0
YEL_005,Yellapur,14.847131571575032,74.8373640428199,23.3,45.9,30.8,5.7,2.46,284.0,126.0,ISRIC SoilGrids v2.0
YEL_006,Yellapur,14.843805047961602,74.78288895943976,24.9,45.9,29.2,5.7,2.84,319.0,124.0,ISRIC SoilGrids v2.0
YEL_007,Yellapur,14.846104517860642,74.58999316620135,31.4,40.7,27.9,5.6,3.89,394.0,120.0,ISRIC SoilGrids v2.0
YEL_008,Yellapur,15.060661852659972,74.84716925522562,32.7,41.1,26.2,6.3,1.72,224.0,137.0,ISRIC SoilGrids v2.0
YEL_009,Yellapur,14.811595046756123,74.81880577559012,23.8,45.9,30.3,5.9,2.21,312.0,129.0,ISRIC SoilGrids v2.0
MUN_000,Mundgod,14.96595231932869,74.88658462901168,28.0,40.7,31.2,6.3,1.88,245.0,132.0,ISRIC SoilGrids v2.0
MUN_001,Mundgod,14.862621200885005,74.9531611988495,25.1,47.1,27.8,5.8,2.05,298.0,127.0,ISRIC SoilGrids v2.0
MUN_002,Mundgod,15.043070207590686,74.94238388448494,36.2,37.0,26.9,5.9,1.65,183.0,134.0,ISRIC SoilGrids v2.0
MUN_003,Mundgod,14.821128073555665,75.07676560104403,35.4,38.6,26.1,6.4,1.63,177.0,137.0,ISRIC SoilGrids v2.0
MUN_004,Mundgod,15.022509670998172,75.06185459510885,33.1,40.1,26.7,6.3,1.49,216.0,138.0,ISRIC SoilGrids v2.0
MUN_005,Mundgod,14.918571460324939,74.92478185121638,28.2,42.2,29.5,5.8,1.93,272.0,127.0,ISRIC SoilGrids v2.0
MUN_006,Mundgod,15.007701491576759,75.04348845886373,32.0,42.2,25.8,6.4,1.45,197.0,138.0,ISRIC SoilGrids v2.0
MUN_007,Mundgod,14.745467663058735,74.96334981049078,24.6,45.2,30.2,5.9,1.96,250.0,130.0,ISRIC SoilGrids v2.0
MUN_008,Mundgod,14.914493406288242,75.0519434766138,31.3,40.9,27.8,6.3,1.58,216.0,137.0,ISRIC SoilGrids v2.0
MUN_009,Mundgod,14.948663392385638,74.93994653101763,28.6,44.2,27.2,5.8,2.07,226.0,132.0,ISRIC SoilGrids v2.0
SIR_000,Sirsi,14.698463637006101,74.94464574867567,26.0,44.1,29.9,5.8,2.44,233.0,131.0,ISRIC SoilGrids v2.0
SIR_001,Sirsi,14.696892371450547,74.98049543272776,26.7,45.9,27.4,5.9,1.97,202.0,132.0,ISRIC SoilGrids v2.0
SIR_002,Sirsi,14.698788169122015,74.84563991918124,24.5,46.4,29.2,5.7,2.36,316.0,127.0,ISRIC SoilGrids v2.0
SIR_003,Sirsi,14.684749032251272,74.99395201086152,28.7,44.0,27.3,6.2,1.69,191.0,134.0,ISRIC SoilGrids v2.0
SIR_004,Sirsi,14.630853300354643,74.94089002348551,26.8,44.0,29.2,6.4,1.9,246.0,136.0,ISRIC SoilGrids v2.0
SIR_005,Sirsi,14.611081219302974,74.91658509282493,26.1,44.8,29.1,6.2,2.02,214.0,134.0,ISRIC SoilGrids v2.0
SIR_006,Sirsi,14.688443626840607,74.68083228211798,26.3,47.7,26.0,5.7,2.71,339.0,123.0,ISRIC SoilGrids v2.0
SIR_007,Sirsi,14.662668351193703,74.73651858803231,23.8,47.7,28.5,5.6,2.41,291.0,128.0,ISRIC SoilGrids v2.0
SIR_008,Sirsi,14.717482996668611,74.79212077010637,26.4,44.6,29.1,5.8,2.42,330.0,128.0,ISRIC SoilGrids v2.0
SIR_009,Sirsi,14.605079225876487,74.90187133769578,25.6,45.3,29.1,5.8,1.89,232.0,131.0,ISRIC SoilGrids v2.0
ANK_000,Ankola,14.762484111607748,74.4781748377579,24.3,45.5,30.2,5.7,4.56,443.0,121.0,ISRIC SoilGrids v2.0
ANK_001,Ankola,14.747628464229049,74.56871374902694,28.5,44.9,26.6,5.6,3.08,357.0,122.0,ISRIC SoilGrids v2.0
ANK_002,Ankola,14.730278946795961,74.54055705348559,28.7,41.4,29.8,6.0,3.74,313.0,136.0,ISRIC SoilGrids v2.0
ANK_003,Ankola,14.76749700461558,74.3304777177878,31.8,41.4,26.8,5.6,2.69,289.0,125.0,ISRIC SoilGrids v2.0
ANK_004,Ankola,14.754352671386933,74.45738360583076,27.1,46.2,26.7,5.6,4.19,425.0,123.0,ISRIC SoilGrids v2.0
ANK_005,Ankola,14.765563054496868,74.52848241326954,27.5,42.0,30.5,5.6,4.1,396.0,121.0,ISRIC SoilGrids v2.0
ANK_006,Ankola,14.801843719742957,74.63359817955048,26.6,42.9,30.6,5.6,3.97,419.0,118.0,ISRIC SoilGrids v2.0
ANK_007,Ankola,14.66085712149633,74.47271617003688,29.0,42.4,28.6,6.0,2.67,275.0,133.0,ISRIC SoilGrids v2.0
ANK_008,Ankola,14.720891573455056,74.3186689913023,31.5,39.7,28.8,6.3,2.18,264.0,138.0,ISRIC SoilGrids v2.0
ANK_009,Ankola,14.728006578653677,74.51628643302354,29.4,42.1,28.5,5.6,3.44,307.0,127.0,ISRIC SoilGrids v2.0
KUM_000,Kumta,14.40099353187846,74.5592362029419,27.1,44.4,28.5,5.7,4.48,458.0,115.0,ISRIC SoilGrids v2.0
KUM_001,Kumta,14.54077826265572,74.3734430870987,,,,,,,,ISRIC SoilGrids v2.0
KUM_002,Kumta,14.55810257403159,74.409552024467,30.2,41.3,28.5,5.6,3.92,498.0,118.0,ISRIC SoilGrids v2.0
KUM_003,Kumta,14.468410166006493,74.68553966747434,25.1,44.7,30.2,5.7,3.47,398.0,122.0,ISRIC SoilGrids v2.0
KUM_004,Kumta,14.469498727846505,74.38658713455483,,,,,,,,ISRIC SoilGrids v2.0
KUM_005,Kumta,14.461697388987215,74.68328103823401,22.1,46.2,31.7,5.6,3.74,414.0,120.0,ISRIC SoilGrids v2.0
KUM_006,Kumta,14.55694775275587,74.40627685370912,29.8,43.6,26.7,6.0,3.33,346.0,126.0,ISRIC SoilGrids v2.0
KUM_007,Kumta,14.424411194648275,74.42551764462237,29.1,40.7,30.2,5.9,2.54,371.0,129.0,ISRIC SoilGrids v2.0
KUM_008,Kumta,14.43927082305321,74.39747506238403,32.7,36.1,31.2,6.1,2.59,501.0,125.0,ISRIC SoilGrids v2.0
KUM_009,Kumta,14.559798319984901,74.37900948727436,29.6,37.7,32.7,5.9,4.25,591.0,124.0,ISRIC SoilGrids v2.0
SID_000,Siddapur,14.329250233543354,74.67224126151878,24.3,44.1,31.6,5.6,3.32,398.0,119.0,ISRIC SoilGrids v2.0
SID_001,Siddapur,14.263690848420948,74.92893640781625,28.9,39.5,31.6,6.1,1.78,214.0,137.0,ISRIC SoilGrids v2.0
SID_002,Siddapur,14.406349708928904,74.72785421740397,26.4,42.7,30.8,5.6,3.78,386.0,120.0,ISRIC SoilGrids v2.0
SID_003,Siddapur,14.257482460360377,74.90717225949442,29.3,41.5,29.2,6.2,1.59,206.0,137.0,ISRIC SoilGrids v2.0
SID_004,Siddapur,14.386128817324309,74.82737955320994,25.1,45.3,29.6,5.7,2.48,315.0,130.0,ISRIC SoilGrids v2.0
SID_005,Siddapur,14.427510238247445,74.67122442719592,23.1,45.2,31.7,5.6,3.9,433.0,118.0,ISRIC SoilGrids v2.0
SID_006,Siddapur,14.379956184914654,74.71756151462714,23.1,44.7,32.1,5.7,3.6,347.0,122.0,ISRIC SoilGrids v2.0
SID_007,Siddapur,14.370090047121451,74.64911964678802,24.7,45.5,29.9,5.6,3.78,418.0,117.0,ISRIC SoilGrids v2.0
SID_008,Siddapur,14.496793537408,74.72930051887056,24.8,46.7,28.5,5.7,2.34,278.0,128.0,ISRIC SoilGrids v2.0
SID_009,Siddapur,14.35577929170155,74.6400735147512,24.2,44.9,30.9,5.6,3.86,397.0,118.0,ISRIC SoilGrids v2.0
HON_000,Honnavar,14.343000002146917,74.56427556865671,28.8,44.7,26.5,5.6,3.5,347.0,125.0,ISRIC SoilGrids v2.0
HON_001,Honnavar,14.324099913431272,74.60380839556495,28.1,42.2,29.8,5.6,3.16,390.0,124.0,ISRIC SoilGrids v2.0
HON_002,Honnavar,14.281851470251288,74.51494970715062,30.9,45.4,23.7,6.2,2.93,415.0,127.0,ISRIC SoilGrids v2.0
HON_003,Honnavar,14.227383413804292,74.71137283258714,27.0,43.9,29.0,5.6,3.76,408.0,120.0,ISRIC SoilGrids v2.0
HON_004,Honnavar,14.265948112848141,74.47444342845637,,,,,,,,ISRIC SoilGrids v2.0
HON_005,Honnavar,14.266986923677667,74.66091345029935,23.1,46.5,30.3,5.6,3.46,424.0,121.0,ISRIC SoilGrids v2.0
HON_006,Honnavar,14.387079456240011,74.53116746808632,28.7,44.3,27.0,5.5,2.46,301.0,125.0,ISRIC SoilGrids v2.0
HON_007,Honnavar,14.213244695415739,74.54665935802713,29.9,45.2,24.9,5.5,3.96,431.0,118.0,ISRIC SoilGrids v2.0
HON_008,Honnavar,14.355244165778705,74.5627600206216,30.8,42.4,26.8,5.6,4.78,573.0,111.0,ISRIC SoilGrids v2.0
HON_009,Honnavar,14.163294172485736,74.73250326571815,24.0,46.0,30.0,5.6,4.25,468.0,126.0,ISRIC SoilGrids v2.0
BHA_000,Bhatkal,14.060369983790405,74.59279227614942,27.7,46.0,26.3,5.6,3.23,447.0,123.0,ISRIC SoilGrids v2.0
BHA_001,Bhatkal,14.075577370709805,74.5773720094076,28.8,46.4,24.8,5.6,3.45,413.0,119.0,ISRIC SoilGrids v2.0
BHA_002,Bhatkal,14.054175494150542,74.52607874558569,30.8,43.6,25.7,5.9,2.77,383.0,126.0,ISRIC SoilGrids v2.0
BHA_003,Bhatkal,14.079510375359858,74.55418298619414,28.1,46.2,25.7,5.5,3.88,424.0,117.0,ISRIC SoilGrids v2.0
BHA_004,Bhatkal,14.058409049237072,74.50858534292132,,,,,,,,ISRIC SoilGrids v2.0
BHA_005,Bhatkal,13.990488098911127,74.51728174182587,,,,,,,,ISRIC SoilGrids v2.0
BHA_006,Bhatkal,13.992130027234136,74.6437273719373,30.0,44.3,25.7,5.6,3.82,461.0,117.0,ISRIC SoilGrids v2.0
BHA_007,Bhatkal,13.958962272525707,74.5934898453453,32.2,41.0,26.8,6.1,2.65,364.0,124.0,ISRIC SoilGrids v2.0
BHA_008,Bhatkal,14.11113452988145,74.55465189286986,30.4,44.9,24.7,5.6,3.47,415.0,119.0,ISRIC SoilGrids v2.0
BHA_009,Bhatkal,14.12214855989053,74.59063185790507,25.4,46.1,28.5,5.6,3.59,403.0,119.0,ISRIC SoilGrids v2.0
DAN_000,Dandeli,15.134137278937013,74.71988641925131,32.0,40.0,28.0,6.0,1.83,223.0,132.0,ISRIC SoilGrids v2.0
DAN_001,Dandeli,15.148691942599323,74.69584083205741,29.0,40.1,30.9,6.0,1.96,264.0,132.0,ISRIC SoilGrids v2.0
DAN_002,Dandeli,15.12673678682874,74.7109718309643,29.7,40.8,29.4,5.8,1.85,264.0,132.0,ISRIC SoilGrids v2.0
DAN_003,Dandeli,15.190614982964235,74.65397426805946,26.9,44.5,28.6,5.8,1.92,253.0,133.0,ISRIC SoilGrids v2.0
DAN_004,Dandeli,15.227523524329763,74.65587693066722,28.5,42.1,29.4,6.0,2.03,248.0,132.0,ISRIC SoilGrids v2.0
DAN_005,Dandeli,15.127520511557233,74.71298468834146,29.4,40.4,30.2,5.9,1.99,273.0,132.0,ISRIC SoilGrids v2.0
DAN_006,Dandeli,15.215876810641836,74.65962473562314,28.5,42.3,29.2,6.0,1.87,237.0,133.0,ISRIC SoilGrids v2.0
DAN_007,Dandeli,15.241725466217892,74.63095361693169,,,,,,,,ISRIC SoilGrids v2.0
DAN_008,Dandeli,15.238741124320377,74.66403484983456,28.1,41.8,30.0,6.0,1.9,252.0,133.0,ISRIC SoilGrids v2.0
DAN_009,Dandeli,15.21850460298947,74.67209925047786,,,,,,,,ISRIC SoilGrids v2.0
SHI_000,Shiggaon,14.998736810903116,75.07414405855798,32.6,41.6,25.8,6.1,1.45,219.0,135.0,ISRIC SoilGrids v2.0
SHI_001,Shiggaon,14.899154918462974,75.27240202060251,36.8,30.7,32.5,7.2,1.47,171.0,145.0,ISRIC SoilGrids v2.0
SHI_002,Shiggaon,14.949162432185858,75.23945130876137,33.5,37.7,28.8,7.4,1.4,187.0,144.0,ISRIC SoilGrids v2.0
SHI_003,Shiggaon,14.978289806865732,75.11623242610304,33.1,42.4,24.5,6.1,1.4,203.0,135.0,ISRIC SoilGrids v2.0
SHI_004,Shiggaon,14.903254898142851,75.27981837781748,36.6,31.7,31.7,7.2,1.38,182.0,144.0,ISRIC SoilGrids v2.0
SHI_005,Shiggaon,14.936143459858839,75.28605316937256,38.0,30.4,31.6,7.2,1.33,169.0,141.0,ISRIC SoilGrids v2.0
SHI_006,Shiggaon,15.033188176878626,75.25902517374475,35.6,34.6,29.8,7.5,1.48,192.0,143.0,ISRIC SoilGrids v2.0
SHI_007,Shiggaon,14.935403418007738,75.28675385599247,38.0,30.7,31.3,7.2,1.36,172.0,141.0,ISRIC SoilGrids v2.0
SHI_008,Shiggaon,15.066451930612432,75.2403422769728,33.0,33.9,33.1,7.3,1.5,175.0,142.0,ISRIC SoilGrids v2.0
SHI_009,Shiggaon,15.127348341955209,75.33547126375394,39.4,32.0,28.6,7.4,1.86,175.0,139.0,ISRIC SoilGrids v2.0
SAV_000,Savanur,14.994209230910512,75.47828393867621,37.9,31.1,31.0,7.7,1.55,234.0,139.0,ISRIC SoilGrids v2.0
SAV_001,Savanur,14.910021504145067,75.39867809885797,41.8,28.7,29.6,7.4,1.76,198.0,142.0,ISRIC SoilGrids v2.0
SAV_002,Savanur,15.043534070143881,75.36863904014854,33.6,33.8,32.7,7.5,1.4,204.0,137.0,ISRIC SoilGrids v2.0
SAV_003,Savanur,14.987812828422133,75.31406860507519,33.4,34.2,32.4,7.6,1.53,204.0,143.0,ISRIC SoilGrids v2.0
SAV_004,Savanur,15.074613089359456,75.31034626969596,37.5,32.0,30.5,7.6,1.58,198.0,140.0,ISRIC SoilGrids v2.0
SAV_005,Savanur,14.966001258075076,75.39986151092079,37.9,32.5,29.6,7.5,1.5,189.0,141.0,ISRIC SoilGrids v2.0
SAV_006,Savanur,14.958887618139654,75.33941080615396,34.1,34.2,31.7,7.5,1.36,185.0,143.0,ISRIC SoilGrids v2.0
SAV_007,Savanur,15.02412032557349,75.46488802021427,37.5,33.9,28.6,7.6,1.68,194.0,138.0,ISRIC SoilGrids v2.0
SAV_008,Savanur,14.983780441906903,75.49267380906188,36.6,30.4,33.0,7.7,1.5,200.0,142.0,ISRIC SoilGrids v2.0
SAV_009,Savanur,14.944975227111094,75.46537450068416,38.2,34.7,27.1,7.5,1.6,172.0,142.0,ISRIC SoilGrids v2.0
HAN_000,Hangal,14.869749891625084,75.1438328989756,34.8,38.9,26.3,6.3,1.44,180.0,138.0,ISRIC SoilGrids v2.0
HAN_001,Hangal,14.80454297215009,75.11539287626536,40.6,32.8,26.6,6.5,1.56,163.0,137.0,ISRIC SoilGrids v2.0
HAN_002,Hangal,14.686970966770954,75.07387221890268,35.3,38.3,26.3,6.2,1.91,193.0,133.0,ISRIC SoilGrids v2.0
HAN_003,Hangal,14.851677598605674,75.1526838805853,34.1,37.2,28.7,6.3,1.43,184.0,139.0,ISRIC SoilGrids v2.0
HAN_004,Hangal,14.668721932069872,75.18529028079875,36.5,36.7,26.8,6.3,1.29,175.0,140.0,ISRIC SoilGrids v2.0
HAN_005,Hangal,14.672764019967428,75.17287853102269,37.6,36.2,26.2,6.4,1.66,179.0,139.0,ISRIC SoilGrids v2.0
HAN_006,Hangal,14.717879913263124,75.20605196885472,39.6,33.0,27.4,6.5,1.45,155.0,139.0,ISRIC SoilGrids v2.0
HAN_007,Hangal,14.818675370401285,75.12505606787083,40.6,32.8,26.7,6.4,1.47,162.0,138.0,ISRIC SoilGrids v2.0
HAN_008,Hangal,14.885574948591927,75.22615584417134,33.1,35.4,31.4,6.7,1.75,197.0,139.0,ISRIC SoilGrids v2.0
HAN_009,Hangal,14.874399418799289,75.2256319251177,35.2,33.8,31.0,6.6,2.08,242.0,140.0,ISRIC SoilGrids v2.0
HAV_000,Haveri,14.796456309111548,75.45876634151088,38.8,30.7,30.5,7.7,1.69,163.0,140.0,ISRIC SoilGrids v2.0
HAV_001,Haveri,14.836213620707685,75.54158014759683,38.0,29.5,32.5,7.8,1.7,167.0,142.0,ISRIC SoilGrids v2.0
HAV_002,Haveri,14.721234682576192,75.37245750710727,37.3,32.1,30.6,7.1,1.56,179.0,142.0,ISRIC SoilGrids v2.0
HAV_003,Haveri,14.915876332003451,75.5499811401921,37.0,29.9,33.2,7.6,1.7,160.0,141.0,ISRIC SoilGrids v2.0
HAV_004,Haveri,14.986791475127262,75.65453491147261,34.6,29.7,35.7,7.6,1.39,163.0,143.0,ISRIC SoilGrids v2.0
HAV_005,Haveri,14.802462228974496,75.47357669282353,38.2,31.6,30.2,7.9,1.64,196.0,142.0,ISRIC SoilGrids v2.0
HAV_006,Haveri,14.834459524169405,75.59535485228403,35.2,30.4,34.4,7.7,1.48,173.0,142.0,ISRIC SoilGrids v2.0
HAV_007,Haveri,14.879680889215084,75.37797990572813,39.9,30.4,29.7,7.5,1.63,179.0,143.0,ISRIC SoilGrids v2.0
HAV_008,Haveri,14.869149838787225,75.39027855476266,39.5,31.7,28.8,7.5,1.84,206.0,143.0,ISRIC SoilGrids v2.0
HAV_009,Haveri,14.84008792074751,75.6554482947807,36.9,30.0,33.0,7.7,1.8,189.0,143.0,ISRIC SoilGrids v2.0
BYA_000,Byadagi,14.650726713719047,75.37326061877286,31.9,39.2,28.8,7.0,1.69,180.0,139.0,ISRIC SoilGrids v2.0
BYA_001,Byadagi,14.67569194796637,75.41476375691141,33.5,36.8,29.7,7.0,2.01,243.0,138.0,ISRIC SoilGrids v2.0
BYA_002,Byadagi,14.638351047184377,75.41205269772755,36.3,37.5,26.2,6.9,1.83,225.0,139.0,ISRIC SoilGrids v2.0
BYA_003,Byadagi,14.717811613447708,75.58205150302508,38.6,29.2,32.2,7.8,1.6,188.0,142.0,ISRIC SoilGrids v2.0
BYA_004,Byadagi,14.6601614798251,75.41795261158245,34.8,35.5,29.7,6.9,2.03,232.0,138.0,ISRIC SoilGrids v2.0
BYA_005,Byadagi,14.591064199768626,75.48463812714465,31.7,40.5,27.9,7.4,1.49,210.0,139.0,ISRIC SoilGrids v2.0
BYA_006,Byadagi,14.690000441134918,75.37463855106382,38.1,31.6,30.3,7.1,1.43,186.0,142.0,ISRIC SoilGrids v2.0
BYA_007,Byadagi,14.702771496365461,75.53940062749581,33.9,33.7,32.4,7.7,1.69,184.0,139.0,ISRIC SoilGrids v2.0
BYA_008,Byadagi,14.62833977448606,75.38136927676135,32.6,41.5,25.9,6.8,1.66,195.0,138.0,ISRIC SoilGrids v2.0
BYA_009,Byadagi,14.649126958224599,75.28552759420317,34.8,35.0,30.3,6.6,1.27,185.0,141.0,ISRIC SoilGrids v2.0
RAN_000,Ranebennur,14.671963986443341,75.6236468582286,38.7,29.1,32.2,8.2,1.38,192.0,145.0,ISRIC SoilGrids v2.0
RAN_001,Ranebennur,14.475249373782827,75.61766353911533,37.5,31.3,31.2,7.3,1.61,206.0,146.0,ISRIC SoilGrids v2.0
RAN_002,Ranebennur,14.569777051764099,75.4996405008126,31.2,35.5,33.3,7.3,1.67,219.0,141.0,ISRIC SoilGrids v2.0
RAN_003,Ranebennur,14.494999419657727,75.67170125639781,35.9,32.4,31.7,7.2,1.71,187.0,145.0,ISRIC SoilGrids v2.0
RAN_004,Ranebennur,14.694127619021664,75.6534594946129,38.4,28.8,32.7,7.9,1.33,181.0,143.0,ISRIC SoilGrids v2.0
RAN_005,Ranebennur,14.655874417662927,75.7917404005311,39.2,32.0,28.8,7.7,1.3,166.0,147.0,ISRIC SoilGrids v2.0
RAN_006,Ranebennur,14.563417348637438,75.69601108191635,36.9,30.1,32.9,7.4,1.84,232.0,143.0,ISRIC SoilGrids v2.0
RAN_007,Ranebennur,14.614416592731521,75.73695399538923,40.0,29.9,30.1,7.6,1.41,280.0,140.0,ISRIC SoilGrids v2.0
RAN_008,Ranebennur,14.573470110107417,75.71191612243223,36.9,30.8,32.3,7.8,1.78,169.0,141.0,ISRIC SoilGrids v2.0
RAN_009,Ranebennur,14.739192569937199,75.66610847707788,38.8,29.6,31.6,8.0,1.51,166.0,144.0,ISRIC SoilGrids v2.0
RAT_000,Rattihalli,14.37422910659062,75.51432189123788,31.7,37.8,30.5,6.9,1.58,179.0,139.0,ISRIC SoilGrids v2.0
RAT_001,Rattihalli,14.340341330890483,75.6200416267027,37.9,33.9,28.2,6.9,1.34,408.0,137.0,ISRIC SoilGrids v2.0
RAT_002,Rattihalli,14.402050391988247,75.60455855669204,35.7,31.3,33.0,7.1,1.63,191.0,144.0,ISRIC SoilGrids v2.0
RAT_003,Rattihalli,14.35552642230633,75.53241546968638,32.5,34.9,32.6,6.8,1.71,195.0,140.0,ISRIC SoilGrids v2.0
RAT_004,Rattihalli,14.35996354389215,75.54529757695929,30.8,34.4,34.8,7.0,1.41,191.0,141.0,ISRIC SoilGrids v2.0
RAT_005,Rattihalli,14.365421499450163,75.5792427920207,33.1,33.9,33.0,7.1,1.6,209.0,138.0,ISRIC SoilGrids v2.0
RAT_006,Rattihalli,14.379839946141955,75.62696830089635,32.9,40.8,26.4,6.9,1.44,485.0,136.0,ISRIC SoilGrids v2.0
RAT_007,Rattihalli,14.344252734053196,75.59124645746765,33.9,32.3,33.8,7.3,1.71,194.0,143.0,ISRIC SoilGrids v2.0
RAT_008,Rattihalli,14.44855663697716,75.551960059176,41.1,30.2,28.7,7.2,1.56,188.0,143.0,ISRIC SoilGrids v2.0
RAT_009,Rattihalli,14.305682237081802,75.57043018175655,32.1,37.7,30.2,6.9,1.5,227.0,141.0,ISRIC SoilGrids v2.0
HAD_000,Hadagali,14.955239110267716,75.8041068738854,34.0,28.5,37.5,7.8,1.35,139.0,145.0,ISRIC SoilGrids v2.0
HAD_001,Hadagali,14.899714465945873,75.7417846995294,36.9,29.9,33.2,7.8,1.43,229.0,143.0,ISRIC SoilGrids v2.0
HAD_002,Hadagali,15.107344795912619,76.0099266838152,32.2,36.2,31.6,7.2,1.49,314.0,141.0,ISRIC SoilGrids v2.0
HAD_003,Hadagali,14.725952507989605,75.70945709237715,32.9,38.2,28.9,7.2,1.49,205.0,145.0,ISRIC SoilGrids v2.0
HAD_004,Hadagali,14.979467805435748,75.96622420321289,29.0,31.3,39.7,7.8,2.07,276.0,141.0,ISRIC SoilGrids v2.0
HAD_005,Hadagali,14.81994931249967,75.73816404654977,37.1,30.2,32.7,7.7,1.56,177.0,142.0,ISRIC SoilGrids v2.0
HAD_006,Hadagali,14.900356022583372,76.08729471589785,29.9,33.9,36.2,7.3,1.49,217.0,142.0,ISRIC SoilGrids v2.0
HAD_007,Hadagali,14.956714713627166,75.8349778191718,33.8,28.9,37.4,7.8,1.36,305.0,141.0,ISRIC SoilGrids v2.0
HAD_008,Hadagali,14.816602715763397,75.7661968781636,40.2,29.1,30.7,7.6,1.47,157.0,140.0,ISRIC SoilGrids v2.0
HAD_009,Hadagali,14.91352440596481,75.7072232979406,35.9,29.9,34.2,7.7,1.57,199.0,144.0,ISRIC SoilGrids v2.0
HAG_000,Hagaribommanahalli,15.19402699639139,76.13239704869058,,,,,,,,ISRIC SoilGrids v2.0
HAG_001,Hagaribommanahalli,14.929974148671551,76.2778865056129,34.3,35.7,30.1,7.2,1.74,222.0,149.0,ISRIC SoilGrids v2.0
HAG_002,Hagaribommanahalli,15.055915097995028,76.18676307510287,32.1,37.2,30.7,7.1,1.64,194.0,146.0,ISRIC SoilGrids v2.0
HAG_003,Hagaribommanahalli,15.040596864370377,76.13132673830438,32.0,36.7,31.2,7.2,1.53,209.0,147.0,ISRIC SoilGrids v2.0
HAG_004,Hagaribommanahalli,14.965445731456887,76.19987603603845,37.1,32.7,30.2,7.2,1.83,277.0,144.0,ISRIC SoilGrids v2.0
HAG_005,Hagaribommanahalli,15.172997975933052,76.21461915466922,,,,,,,,ISRIC SoilGrids v2.0
